conceptId,conceptName,vocabularyId,domainId,standardConcept,conceptInSet,rc,dc,drc,dbc
4237912,"Aneurysm of artery, other than aorta",SNOMED,Condition,S,Not included - descendant,200,2,4299265,19
441051,Thoracic aortic aneurysm without rupture,SNOMED,Condition,S,Not included - descendant,4227005,15,4227005,15
4236905,Thrombosis of arteries of lower extremity,SNOMED,Condition,S,Not included - descendant,3053085,14,4042605,15
4246554,Congenital malposition of aorta,SNOMED,Condition,S,Not included - descendant,100,1,3090696,21
320739,Dissection of aorta,SNOMED,Condition,S,Not included - descendant,1061219,21,3044009,22
372924,Cerebral artery occlusion,SNOMED,Condition,S,Not included - descendant,2491786,16,3043866,20
314965,Embolism and thrombosis of an arm or leg artery,SNOMED,Condition,S,Not included - descendant,1564836,18,2551622,18
318712,Peripheral circulatory disorder due to type 1 diabetes mellitus,SNOMED,Condition,S,Not included - descendant,2518205,19,2518305,19
4273708,Overriding aorta,SNOMED,Condition,S,Not included - descendant,200,2,2490977,21
320835,Tetralogy of Fallot,SNOMED,Condition,S,Not included - descendant,2489249,21,2490777,21
40484167,Arteriosclerosis of artery of extremity,SNOMED,Condition,S,Not included - descendant,833388,14,2378180,17
4131908,Peripheral angiopathy due to diabetes mellitus,SNOMED,Condition,S,Not included - descendant,1729625,12,1800878,12
432933,Aneurysm of artery of lower extremity,SNOMED,Condition,S,Not included - descendant,1619525,16,1634262,16
321119,Coarctation of aorta,SNOMED,Condition,S,Not included - descendant,1561005,21,1562305,21
315558,Atherosclerosis of arteries of the extremities,SNOMED,Condition,S,Not included - descendant,476714,6,1544792,17
436136,Dissection of thoracic aorta,SNOMED,Condition,S,Not included - descendant,1193323,14,1543588,15
4159164,Disorder of basilar artery,SNOMED,Condition,S,Not included - descendant,193693,12,1517111,22
196433,Aneurysm of iliac artery,SNOMED,Condition,S,Not included - descendant,1506825,17,1511137,17
4090039,Penile arterial insufficiency,SNOMED,Condition,S,Not included - descendant,1125991,13,1125991,13
40483538,Atherosclerosis of bypass graft of limb,SNOMED,Condition,S,Not included - descendant,869902,14,1067502,14
4043737,Dissection of cervicocerebral artery,SNOMED,Condition,S,Not included - descendant,200,2,1038784,18
37016888,Dissection of precerebral artery,SNOMED,Condition,S,Not included - descendant,3029,12,1032241,16
764058,Disorder of artery of upper extremity,SNOMED,Condition,S,Not included - descendant,1097,3,983687,19
4170620,Aortic thromboembolism,SNOMED,Condition,S,Not included - descendant,123536,18,902103,19
4117771,Aneurysm of head and neck artery,SNOMED,Condition,S,Not included - descendant,40370,12,886277,19
444264,Thrombosis of iliac artery,SNOMED,Condition,S,Not included - descendant,316331,15,877620,16
374371,Stenosis of precerebral artery,SNOMED,Condition,S,Not included - descendant,8922,4,875390,11
374055,Basilar artery syndrome,SNOMED,Condition,S,Not included - descendant,860367,21,860367,21
442615,Carotid artery stenosis,SNOMED,Condition,S,Not included - descendant,795873,6,845403,8
313226,Carotid artery occlusion,SNOMED,Condition,S,Not included - descendant,791385,16,845399,16
4173464,Rupture of aorta,SNOMED,Condition,S,Not included - descendant,312,2,840016,21
312343,Ruptured aortic aneurysm,SNOMED,Condition,S,Not included - descendant,92749,20,839204,21
433195,Transient arterial retinal occlusion,SNOMED,Condition,S,Not included - descendant,805064,18,805064,18
37109250,Dissection of descending aorta,SNOMED,Condition,S,Not included - descendant,100,1,787273,15
4256889,Dissection of abdominal aorta,SNOMED,Condition,S,Not included - descendant,439102,14,786176,14
193793,Aneurysm of visceral artery,SNOMED,Condition,S,Not included - descendant,117497,14,775720,16
4185117,Vertebral artery obstruction,SNOMED,Condition,S,Not included - descendant,755982,15,770270,18
4334245,Retinal artery occlusion,SNOMED,Condition,S,Not included - descendant,18562,10,762043,20
4253808,Congenital atresia of aorta,SNOMED,Condition,S,Not included - descendant,43919,18,746248,19
437540,Central retinal artery occlusion,SNOMED,Condition,S,Not included - descendant,743481,19,743481,19
40491477,Abnormality of aortic arch,SNOMED,Condition,S,Not included - descendant,267,2,724547,20
437544,Arterial retinal branch occlusion,SNOMED,Condition,S,Not included - descendant,723320,14,724390,14
4062247,Congenital stenosis of aorta,SNOMED,Condition,S,Not included - descendant,265,2,703144,14
320827,Atresia and stenosis of aorta,SNOMED,Condition,S,Not included - descendant,702129,14,702129,14
4159140,Thrombotic stroke,SNOMED,Condition,S,Not included - descendant,9369,5,623613,18
4111711,Cerebellar stroke syndrome,SNOMED,Condition,S,Not included - descendant,613744,16,613744,16
436996,Thoracoabdominal aortic aneurysm,SNOMED,Condition,S,Not included - descendant,582971,19,613095,19
441874,Cerebral thrombosis,SNOMED,Condition,S,Not included - descendant,583219,14,583619,14
4223670,Thrombosis of abdominal aorta,SNOMED,Condition,S,Not included - descendant,512,2,582410,19
198446,Embolism and thrombosis of the abdominal aorta,SNOMED,Condition,S,Not included - descendant,581598,19,581598,19
37109512,Dissection of carotid artery,SNOMED,Condition,S,Not included - descendant,560346,12,572069,14
192657,Embolism of iliac artery,SNOMED,Condition,S,Not included - descendant,300,3,561189,14
4028073,Disorder of artery of neck,SNOMED,Condition,S,Not included - descendant,41344,5,555187,19
4100005,Transposition of aorta,SNOMED,Condition,S,Not included - descendant,200,2,553878,14
316226,Complete transposition of great vessels,SNOMED,Condition,S,Not included - descendant,553678,14,553678,14
4136335,Thrombosis of arteries of upper extremity,SNOMED,Condition,S,Not included - descendant,550727,14,553071,14
4178609,Femoral artery thrombosis,SNOMED,Condition,S,Not included - descendant,1606,4,552035,14
4108376,Embolism and thrombosis of the femoral artery,SNOMED,Condition,S,Not included - descendant,550129,13,550129,13
195559,Ruptured abdominal aortic aneurysm,SNOMED,Condition,S,Not included - descendant,516063,21,546187,21
4108742,Ascending aorta abnormality,SNOMED,Condition,S,Not included - descendant,162,1,538719,17
194393,Celiac artery compression syndrome,SNOMED,Condition,S,Not included - descendant,484037,18,484037,18
4178399,Common iliac artery thrombosis,SNOMED,Condition,S,Not included - descendant,100,1,459554,14
4111850,Embolism and/or thrombosis of the common iliac artery,SNOMED,Condition,S,Not included - descendant,459454,14,459454,14
432346,Dissection of vertebral artery,SNOMED,Condition,S,Not included - descendant,456943,16,457143,16
44782819,Chronic occlusion of artery of extremity,SNOMED,Condition,S,Not included - descendant,443856,13,443856,13
433015,Congenital anomaly of aortic arch,SNOMED,Condition,S,Not included - descendant,218156,16,439038,16
375557,Cerebral embolism,SNOMED,Condition,S,Not included - descendant,383089,15,433608,15
194385,Aneurysm of renal artery,SNOMED,Condition,S,Not included - descendant,394940,16,395447,16
376714,Vertebrobasilar artery syndrome,SNOMED,Condition,S,Not included - descendant,389073,14,389073,14
4120097,Stenosis of thoracic aorta,SNOMED,Condition,S,Not included - descendant,100,1,372863,15
4147787,Supravalvar aortic stenosis,SNOMED,Condition,S,Not included - descendant,371513,15,372563,15
433505,Subclavian steal syndrome,SNOMED,Condition,S,Not included - descendant,360114,15,360214,15
37016882,Dissection of thoracoabdominal aorta,SNOMED,Condition,S,Not included - descendant,347074,14,347074,14
4337367,Popliteal artery thrombosis,SNOMED,Condition,S,Not included - descendant,1289,2,339651,13
4110333,Embolism and thrombosis of the popliteal artery,SNOMED,Condition,S,Not included - descendant,338362,13,338362,13
437308,Basilar artery occlusion,SNOMED,Condition,S,Not included - descendant,335432,16,335532,16
437847,Partial retinal artery occlusion,SNOMED,Condition,S,Not included - descendant,319357,14,319357,14
4116717,Injury of artery of lower limb,SNOMED,Condition,S,Not included - descendant,11438,15,313755,18
4324395,Aortitis,SNOMED,Condition,S,Not included - descendant,16407,14,304059,20
432890,Microaneurysm of retinal artery,SNOMED,Condition,S,Not included - descendant,302458,14,303409,14
763014,Middle cerebral artery occlusion,SNOMED,Condition,S,Not included - descendant,100,1,291080,15
4112023,Occlusion and stenosis of middle cerebral artery,SNOMED,Condition,S,Not included - descendant,290456,15,290680,15
440740,Takayasu's disease,SNOMED,Condition,S,Not included - descendant,281277,20,281277,20
4194719,Head and neck arterial thrombosis,SNOMED,Condition,S,Not included - descendant,100,1,270404,13
4171853,Thrombosis of precerebral artery,SNOMED,Condition,S,Not included - descendant,100,1,270204,13
434656,Vertebral artery syndrome,SNOMED,Condition,S,Not included - descendant,268702,14,268702,14
194964,Aneurysm of splenic artery,SNOMED,Condition,S,Not included - descendant,259506,14,259506,14
443407,Lower limb arterial embolus,SNOMED,Condition,S,Not included - descendant,3412,3,243201,14
441044,Atheromatous embolus of lower limb,SNOMED,Condition,S,Not included - descendant,239338,14,239338,14
441875,Thoracic aortic aneurysm which has ruptured,SNOMED,Condition,S,Not included - descendant,199768,18,230392,18
43531599,Carotid sinus hypersensitivity,SNOMED,Condition,S,Not included - descendant,200,2,225481,14
436392,Carotid sinus syncope,SNOMED,Condition,S,Not included - descendant,225281,14,225281,14
4102124,Carotid atherosclerosis,SNOMED,Condition,S,Not included - descendant,210933,3,223248,3
438778,Aneurysm of artery of upper extremity,SNOMED,Condition,S,Not included - descendant,221272,16,222239,16
4121629,Carotid artery aneurysm,SNOMED,Condition,S,Not included - descendant,214927,15,222160,15
439037,Aneurysm of artery of neck,SNOMED,Condition,S,Not included - descendant,220353,14,220553,14
4181314,Thrombosis of thoracic aorta,SNOMED,Condition,S,Not included - descendant,220,2,197189,14
432656,Embolism and thrombosis of the thoracic aorta,SNOMED,Condition,S,Not included - descendant,196969,14,196969,14
4311124,Carotid artery thrombosis,SNOMED,Condition,S,Not included - descendant,195283,13,195698,13
4213731,Carotid artery embolism,SNOMED,Condition,S,Not included - descendant,190346,13,190346,13
380747,Cerebral arteritis,SNOMED,Condition,S,Not included - descendant,185112,19,187253,19
4110155,Injury of artery of upper limb,SNOMED,Condition,S,Not included - descendant,100,1,164225,18
4109464,Ascending aorta dilatation,SNOMED,Condition,S,Not included - descendant,24229,3,162303,6
4290976,Temporal arteritis,SNOMED,Condition,S,Not included - descendant,46000,4,153356,17
433860,Interrupted aortic arch,SNOMED,Condition,S,Not included - descendant,152208,14,153070,14
40484541,Atherosclerosis of autologous vein bypass graft of limb,SNOMED,Condition,S,Not included - descendant,144408,12,144408,12
37118664,Injury of femoral artery,SNOMED,Condition,S,Not included - descendant,49878,14,144182,16
4032003,Anterior spinal artery compression syndrome,SNOMED,Condition,S,Not included - descendant,143443,12,143443,12
4113801,Injury of artery of head and neck,SNOMED,Condition,S,Not included - descendant,100,1,142000,18
4118795,Renal artery stenosis,SNOMED,Condition,S,Not included - descendant,117518,5,138413,18
134380,Erythromelalgia,SNOMED,Condition,S,Not included - descendant,123833,15,124033,15
4273526,Vertebral artery thrombosis,SNOMED,Condition,S,Not included - descendant,122874,13,123074,13
40484607,Injury of aorta,SNOMED,Condition,S,Not included - descendant,200,2,118399,18
201043,Dissection of iliac artery,SNOMED,Condition,S,Not included - descendant,113042,14,113042,14
4222582,Embolism of precerebral artery,SNOMED,Condition,S,Not included - descendant,100,1,110346,12
4343935,Giant cell arteritis with polymyalgia rheumatica,SNOMED,Condition,S,Not included - descendant,107156,16,107156,16
4111717,Occlusion and stenosis of posterior cerebral artery,SNOMED,Condition,S,Not included - descendant,105790,14,105990,14
315116,Injury of carotid artery,SNOMED,Condition,S,Not included - descendant,59894,18,105769,18
4179908,Internal iliac artery thrombosis,SNOMED,Condition,S,Not included - descendant,100,1,101535,11
42539410,Thromboembolus of internal iliac artery,SNOMED,Condition,S,Not included - descendant,101435,11,101435,11
4112162,Embolism and thrombosis of the anterior tibial artery,SNOMED,Condition,S,Not included - descendant,97295,12,97295,12
313062,Injury of thoracic aorta,SNOMED,Condition,S,Not included - descendant,92672,18,92672,18
4138183,Aneurysm of ascending aorta,SNOMED,Condition,S,Not included - descendant,82111,3,84424,3
4338227,Basilar artery thrombosis,SNOMED,Condition,S,Not included - descendant,74006,13,74206,13
4151990,Anterior cord syndrome,SNOMED,Condition,S,Not included - descendant,6436,12,73869,14
4029966,Intracranial aneurysm,SNOMED,Condition,S,Not included - descendant,41577,5,72986,16
435684,Injury of popliteal artery,SNOMED,Condition,S,Not included - descendant,72368,18,72568,18
4200875,Type 2 diabetes mellitus with peripheral angiopathy,SNOMED,Condition,S,Not included - descendant,71153,3,71153,3
75126,Injury of common femoral artery,SNOMED,Condition,S,Not included - descendant,62145,14,62145,14
4274969,Vertebral artery embolism,SNOMED,Condition,S,Not included - descendant,60591,12,60591,12
4145159,Hypoplasia of aorta,SNOMED,Condition,S,Not included - descendant,57960,10,59821,13
4108608,Aortic root dilatation,SNOMED,Condition,S,Not included - descendant,52935,6,55461,6
4119617,Carotid artery rupture,SNOMED,Condition,S,Not included - descendant,300,3,54350,17
43531605,Occlusion of cerebral artery with stroke,SNOMED,Condition,S,Not included - descendant,10714,3,54180,9
4108952,Subarachnoid hemorrhage from carotid siphon and bifurcation,SNOMED,Condition,S,Not included - descendant,53950,17,53950,17
37110250,Atherosclerosis of artery of lower limb,SNOMED,Condition,S,Not included - descendant,100,1,52522,12
4110197,Occlusion and stenosis of multiple and bilateral cerebral arteries,SNOMED,Condition,S,Not included - descendant,52087,4,52087,4
46271459,Atherosclerosis of bypass graft of lower limb,SNOMED,Condition,S,Not included - descendant,200,2,51946,12
40484551,Atherosclerosis of nonautologous biological bypass graft of limb,SNOMED,Condition,S,Not included - descendant,51646,12,51746,12
4006294,Basilar artery embolism,SNOMED,Condition,S,Not included - descendant,49555,12,49555,12
4145607,Injury of radial artery,SNOMED,Condition,S,Not included - descendant,16849,16,48675,16
432335,Aneurysm of subclavian artery,SNOMED,Condition,S,Not included - descendant,45050,14,45050,14
4111716,Occlusion and stenosis of anterior cerebral artery,SNOMED,Condition,S,Not included - descendant,44626,14,44726,14
40489827,Traumatic injury of mesenteric artery,SNOMED,Condition,S,Not included - descendant,2121,3,44392,17
4045742,Multi-infarct state,SNOMED,Condition,S,Not included - descendant,290,2,43466,9
379778,Multi-infarct dementia,SNOMED,Condition,S,Not included - descendant,35727,9,43176,9
200881,Injury of iliac artery,SNOMED,Condition,S,Not included - descendant,41617,14,41617,14
43020497,Right carotid artery occlusion,SNOMED,Condition,S,Not included - descendant,13221,5,40830,5
4163372,Congenital dilatation of aorta,SNOMED,Condition,S,Not included - descendant,19342,12,40812,13
43020496,Left carotid artery occlusion,SNOMED,Condition,S,Not included - descendant,12884,5,40493,5
4068730,Dextrotransposition of aorta,SNOMED,Condition,S,Not included - descendant,200,2,38005,13
4009628,Right aortic arch,SNOMED,Condition,S,Not included - descendant,37405,13,37605,13
4055720,Vascular hemostatic disease,SNOMED,Condition,S,Not included - descendant,213,2,37469,3
443408,Upper limb arterial embolus,SNOMED,Condition,S,Not included - descendant,1426,3,36785,13
4153352,Embolic stroke,SNOMED,Condition,S,Not included - descendant,32942,4,36669,4
4096625,Injury of vertebral artery,SNOMED,Condition,S,Not included - descendant,32211,16,36131,16
4202511,Senile purpura,SNOMED,Condition,S,Not included - descendant,35890,3,35890,3
4149044,Injury of ulnar artery,SNOMED,Condition,S,Not included - descendant,7895,14,35483,16
4317291,Cerebellar artery occlusion,SNOMED,Condition,S,Not included - descendant,687,3,34451,15
439836,Atheromatous embolus of upper limb,SNOMED,Condition,S,Not included - descendant,33928,13,33928,13
4112024,Occlusion and stenosis of cerebellar arteries,SNOMED,Condition,S,Not included - descendant,33664,15,33664,15
73085,Injury of superficial femoral artery,SNOMED,Condition,S,Not included - descendant,32059,14,32159,14
43020500,Aneurysm of descending thoracic aorta,SNOMED,Condition,S,Not included - descendant,1731,2,31855,18
4059604,Renal artery hemorrhage,SNOMED,Condition,S,Not included - descendant,200,2,30774,14
37016889,Dissection of renal artery,SNOMED,Condition,S,Not included - descendant,30574,14,30574,14
4005907,Injury of brachial artery,SNOMED,Condition,S,Not included - descendant,18198,16,30420,16
433222,"Thoracoabdominal aortic aneurysm, ruptured",SNOMED,Condition,S,Not included - descendant,30124,18,30124,18
4145355,Bilateral carotid artery occlusion,SNOMED,Condition,S,Not included - descendant,27609,4,27609,4
4029497,Cerebral arterial aneurysm,SNOMED,Condition,S,Not included - descendant,22540,4,27548,14
439190,Injury of internal carotid artery,SNOMED,Condition,S,Not included - descendant,27527,13,27527,13
4114011,Subclavian artery stenosis,SNOMED,Condition,S,Not included - descendant,25369,3,26971,3
4014895,Double aortic arch,SNOMED,Condition,S,Not included - descendant,26706,12,26806,12
4318843,Renal artery embolism,SNOMED,Condition,S,Not included - descendant,346,3,26776,13
4180026,Vertebral artery aneurysm,SNOMED,Condition,S,Not included - descendant,26405,12,26405,12
200132,Atheroembolism of renal arteries,SNOMED,Condition,S,Not included - descendant,26230,13,26230,13
40491866,Traumatic injury of celiac artery,SNOMED,Condition,S,Not included - descendant,2050,10,25945,15
36715711,Anterior cord syndrome of thoracic spinal cord,SNOMED,Condition,S,Not included - descendant,6298,11,25464,13
197151,Injury of abdominal aorta,SNOMED,Condition,S,Not included - descendant,25301,17,25301,17
4180276,Injury of artery of hand,SNOMED,Condition,S,Not included - descendant,100,1,25077,17
438608,Injury of axillary artery,SNOMED,Condition,S,Not included - descendant,22233,18,24470,18
195124,Injury of celiac AND/OR mesenteric arteries,SNOMED,Condition,S,Not included - descendant,23895,15,23895,15
762753,Arteriosclerosis of abdominal aorta,SNOMED,Condition,S,Not included - descendant,100,1,23295,2
4124834,Abdominal aortic atherosclerosis,SNOMED,Condition,S,Not included - descendant,22995,2,23195,2
4061539,Congenital aneurysm of aorta,SNOMED,Condition,S,Not included - descendant,20157,13,20970,13
36715646,Anterior cord syndrome of cervical spinal cord,SNOMED,Condition,S,Not included - descendant,4195,10,20742,11
192767,Injury of renal artery,SNOMED,Condition,S,Not included - descendant,20489,13,20489,13
43020498,Left carotid artery stenosis,SNOMED,Condition,S,Not included - descendant,18919,5,20312,5
43021859,Right carotid artery stenosis,SNOMED,Condition,S,Not included - descendant,17867,6,19260,6
440572,Injury of posterior tibial artery,SNOMED,Condition,S,Not included - descendant,15444,13,18864,13
4124836,Peripheral ischemia,SNOMED,Condition,S,Not included - descendant,233,2,17593,5
4050547,Injury of radial artery at wrist and hand level,SNOMED,Condition,S,Not included - descendant,16409,16,16409,16
4124841,Aortic bifurcation syndrome,SNOMED,Condition,S,Not included - descendant,16377,12,16377,12
4052209,Injury of ulnar artery at wrist and hand level,SNOMED,Condition,S,Not included - descendant,15836,16,15836,16
437152,Injury of anterior tibial artery,SNOMED,Condition,S,Not included - descendant,12558,13,15780,13
40492312,Laceration of radial artery,SNOMED,Condition,S,Not included - descendant,15317,12,15317,12
4121637,Vertebral artery rupture,SNOMED,Condition,S,Not included - descendant,100,1,15285,16
4111708,Subarachnoid hemorrhage from vertebral artery,SNOMED,Condition,S,Not included - descendant,15185,16,15185,16
37016885,Dissection of artery of lower limb,SNOMED,Condition,S,Not included - descendant,14471,12,14671,12
439296,Vertebral artery occlusion,SNOMED,Condition,S,Not included - descendant,13882,8,14288,8
320646,Syphilitic aneurysm of aorta,SNOMED,Condition,S,Not included - descendant,13847,13,13847,13
43020443,Limb ischemia,SNOMED,Condition,S,Not included - descendant,401,2,13269,5
4005616,Arteriovenous malformation of precerebral vessels,SNOMED,Condition,S,Not included - descendant,13184,17,13184,17
4153293,Congenital renal artery stenosis,SNOMED,Condition,S,Not included - descendant,12909,16,12909,16
443878,Injury of superior mesenteric artery,SNOMED,Condition,S,Not included - descendant,12637,13,12837,13
37116495,Laceration of brachial artery,SNOMED,Condition,S,Not included - descendant,12122,12,12122,12
40490930,Laceration of ulnar artery,SNOMED,Condition,S,Not included - descendant,11752,12,11752,12
380423,Vertebral artery stenosis,SNOMED,Condition,S,Not included - descendant,11186,6,11593,6
45772779,Dissection of internal carotid artery,SNOMED,Condition,S,Not included - descendant,11523,5,11523,5
44784609,Injury at T7-T12 level with anterior cord syndrome,SNOMED,Condition,S,Not included - descendant,100,1,11343,12
40479862,Aneurysm of infrarenal abdominal aorta,SNOMED,Condition,S,Not included - descendant,11208,2,11208,2
4167993,Aneurysm of popliteal artery,SNOMED,Condition,S,Not included - descendant,10619,3,10963,3
4231816,Mesenteric artery stenosis,SNOMED,Condition,S,Not included - descendant,10590,3,10590,3
4119612,Lower limb ischemia,SNOMED,Condition,S,Not included - descendant,3014,4,10090,4
438881,Closed fracture of C1-C4 level with anterior cord syndrome,SNOMED,Condition,S,Not included - descendant,9867,13,9867,13
43020493,Atherosclerosis of right carotid artery,SNOMED,Condition,S,Not included - descendant,2946,3,9556,3
43021851,Atherosclerosis of left carotid artery,SNOMED,Condition,S,Not included - descendant,2759,3,9369,3
4056453,Injury of superficial palmar arch,SNOMED,Condition,S,Not included - descendant,9196,15,9296,15
197153,Injury of splenic artery,SNOMED,Condition,S,Not included - descendant,9090,13,9090,13
436277,Injury of common carotid artery,SNOMED,Condition,S,Not included - descendant,9012,13,9012,13
4056454,Injury of deep palmar arch,SNOMED,Condition,S,Not included - descendant,8728,14,8828,14
4251327,Double outlet left ventricle,SNOMED,Condition,S,Not included - descendant,7736,15,7736,15
4120104,Ruptured cerebral aneurysm,SNOMED,Condition,S,Not included - descendant,1890,3,7598,13
312462,Closed fracture of T7-T12 level with anterior cord syndrome,SNOMED,Condition,S,Not included - descendant,6967,12,6967,12
313902,Injury of palmar artery,SNOMED,Condition,S,Not included - descendant,6653,13,6653,13
37109252,Bilateral atherosclerosis of carotid arteries,SNOMED,Condition,S,Not included - descendant,6610,2,6610,2
765899,Dissecting aneurysm of cerebral artery,SNOMED,Condition,S,Not included - descendant,100,1,6543,4
194797,Injury of uterine artery,SNOMED,Condition,S,Not included - descendant,6412,13,6412,13
37016924,Dissection of cerebral artery,SNOMED,Condition,S,Not included - descendant,6343,3,6343,3
381036,Multiple AND bilateral precerebral artery stenosis,SNOMED,Condition,S,Not included - descendant,6305,3,6305,3
4078016,Aneurysm of internal carotid artery,SNOMED,Condition,S,Not included - descendant,5051,3,6188,3
4121624,Internal carotid artery stenosis,SNOMED,Condition,S,Not included - descendant,6044,2,6144,2
4208944,Iliac artery stenosis,SNOMED,Condition,S,Not included - descendant,5623,3,6023,4
434961,Occlusion of lower limb artery,SNOMED,Condition,S,Not included - descendant,1286,3,5913,3
201167,Injury of hepatic artery,SNOMED,Condition,S,Not included - descendant,5731,13,5731,13
438270,Closed fracture of C5-C7 level with anterior cord syndrome,SNOMED,Condition,S,Not included - descendant,5348,13,5348,13
4151848,Renal artery stenosis of unknown cause,SNOMED,Condition,S,Not included - descendant,5091,2,5091,2
437427,Injury of external carotid artery,SNOMED,Condition,S,Not included - descendant,5058,13,5058,13
4232580,Retinal embolus,SNOMED,Condition,S,Not included - descendant,1320,2,5040,3
4052218,Injury of peroneal artery,SNOMED,Condition,S,Not included - descendant,4825,16,4825,16
317712,Injury of intercostal artery,SNOMED,Condition,S,Not included - descendant,4665,13,4665,13
4296331,Carotid artery insufficiency syndrome,SNOMED,Condition,S,Not included - descendant,4647,2,4647,2
4234991,Arteriolar nephrosclerosis,SNOMED,Condition,S,Not included - descendant,3778,2,4588,2
197140,Injury of gastric artery,SNOMED,Condition,S,Not included - descendant,4361,12,4361,12
4124839,Critical lower limb ischemia,SNOMED,Condition,S,Not included - descendant,4063,3,4263,3
380943,Rupture of syphilitic cerebral aneurysm,SNOMED,Condition,S,Not included - descendant,4208,12,4208,12
4291464,Ischemic gangrene,SNOMED,Condition,S,Not included - descendant,4091,2,4091,2
4116723,Injury of dorsalis pedis artery,SNOMED,Condition,S,Not included - descendant,4081,16,4081,16
4268045,Arterial anomaly of umbilical cord,SNOMED,Condition,S,Not included - descendant,200,2,4047,2
4226026,Stenosis of lower limb artery,SNOMED,Condition,S,Not included - descendant,3483,2,3883,4
4121623,Aortoiliac atherosclerosis,SNOMED,Condition,S,Not included - descendant,3749,3,3749,3
4005289,Single umbilical artery,SNOMED,Condition,S,Not included - descendant,3747,2,3747,2
4211509,Cardioembolic stroke,SNOMED,Condition,S,Not included - descendant,3727,3,3727,3
4153351,Terminal aortic occlusion,SNOMED,Condition,S,Not included - descendant,511,3,3721,6
377254,"Multi-infarct dementia, uncomplicated",SNOMED,Condition,S,Not included - descendant,3680,2,3680,2
4232581,Cholesterol retinal embolus,SNOMED,Condition,S,Not included - descendant,2951,3,3620,3
4233604,"Anterior cervical spinal cord injury, without spinal bone injury, C5-7",SNOMED,Condition,S,Not included - descendant,3614,11,3614,11
4239400,Aneurysm of femoral artery,SNOMED,Condition,S,Not included - descendant,3067,3,3574,3
37016886,Dissection of artery of upper extremity,SNOMED,Condition,S,Not included - descendant,3507,12,3507,12
4194154,Infective aortitis,SNOMED,Condition,S,Not included - descendant,538,2,3496,12
40492340,Laceration of posterior tibial artery,SNOMED,Condition,S,Not included - descendant,3420,12,3420,12
