conceptId,isExcluded,includeDescendants,includeMapped,conceptName,vocabularyId,standardConcept,invalidReason,conceptCode,conceptClassId,domainId,rc,dbc,drc,ddbc
915765,FALSE,TRUE,FALSE,"Documentation of medical reason(s) for a colonoscopy performed on a patient greater than 85 years of age (e.g., last colonoscopy incomplete, last colonoscopy had inadequate prep, iron deficiency anemia, lower gastrointestinal bleeding, crohn's disease...",HCPCS,S,V,G9660,HCPCS,Observation,0,0,0,0
4352803,FALSE,TRUE,FALSE,"Colitis, Lymphocytic",NDFRT,N,V,N0000011051,Ind / CI,Drug,0,0,0,0
1435896,FALSE,TRUE,FALSE,Non-infectious enteritis and colitis (machine translation),ICD10CN,N,V,K50-K52,ICD10 SubChapter,Condition,0,0,0,0
1034002,FALSE,TRUE,FALSE,Ulcerative colitis/Crohn's disease/inflammatory bowel disease in last 7 days,LOINC,N,V,LP90004-0,LOINC Component,Observation,0,0,0,0
4344664,FALSE,TRUE,FALSE,Colitis,NDFRT,N,V,N0000000806,Ind / CI,Drug,0,0,0,0
4352412,FALSE,TRUE,FALSE,Irritable Bowel Syndrome,NDFRT,N,V,N0000010242,Ind / CI,Drug,0,0,0,0
4341718,FALSE,TRUE,FALSE,"Colitis, Ulcerative",NDFRT,N,V,N0000000807,Ind / CI,Drug,0,0,0,0
4116142,FALSE,TRUE,FALSE,Arthropathy in ulcerative colitis,SNOMED,S,V,201727001,Clinical Finding,Condition,0,0,0,0
46274082,FALSE,TRUE,FALSE,Intestinal obstruction due to ulcerative colitis,SNOMED,S,V,1092871000119107,Clinical Finding,Condition,28797,11,40965,11
4346868,FALSE,TRUE,FALSE,"Colitis, Ischemic",NDFRT,N,V,N0000003525,Ind / CI,Drug,0,0,0,0
38000080,FALSE,TRUE,FALSE,Pseudomembranous colitis (narrow),SMQ,C,V,176,SMQ,Condition,0,0,0,0
38004627,FALSE,TRUE,FALSE,Ischaemic colitis (broad),SMQ,C,V,121,SMQ,Condition,0,0,0,0
38004651,FALSE,TRUE,FALSE,Pseudomembranous colitis (broad),SMQ,C,V,176,SMQ,Condition,0,0,0,0
3055808,FALSE,TRUE,FALSE,[X]Other specified non-infective gastroenteritis and colitis,Nebraska Lexicon,N,D,197536009,Clinical Finding,Condition,0,0,0,0
195453,FALSE,TRUE,FALSE,"Colitis, enteritis and gastroenteritis presumed infectious",SNOMED,S,V,266081001,Clinical Finding,Condition,3915429,14,3915429,14
19133087,FALSE,TRUE,FALSE,{6 (0.8 ML adalimumab 50 MG/ML Auto-Injector [Humira]) } Pack [Humira Pen - Crohn's Disease Starter Pack],RxNorm,S,V,825170,Branded Pack,Drug,0,0,0,0
4148299,FALSE,TRUE,FALSE,Ischemic colitis,SNOMED,S,V,30588004,Clinical Finding,Condition,0,0,0,0
42689689,FALSE,TRUE,FALSE,Suspected neonatal necrotising enterocolitis,SNOMED,S,V,1067111000000100,Context-dependent,Observation,0,0,0,0
4352044,FALSE,TRUE,FALSE,"Colitis, Collagenous",NDFRT,N,V,N0000011111,Ind / CI,Drug,0,0,0,0
46269952,FALSE,TRUE,FALSE,Fistula of intestine due to ulcerative colitis,SNOMED,S,V,1092861000119101,Clinical Finding,Condition,23047,11,33534,12
4314795,FALSE,TRUE,FALSE,Colitis-X,SNOMED,N,D,86604004,Clinical Finding,Condition,0,0,0,0
4345267,FALSE,TRUE,FALSE,Enterocolitis,NDFRT,N,V,N0000001109,Ind / CI,Drug,0,0,0,0
45876544,FALSE,TRUE,FALSE,Ulcerative colitis or Crohn’s,LOINC,S,V,LA14286-1,Answer,Meas Value,0,0,0,0
46273478,FALSE,TRUE,FALSE,Rectal hemorrhage due to ulcerative colitis,SNOMED,S,V,1092881000119105,Clinical Finding,Condition,533774,13,913122,13
40757916,FALSE,TRUE,FALSE,Ulcerative colitis/Crohn's disease/inflammatory bowel disease in last 7 days [MDSv3],LOINC,S,V,54785-1,Survey,Observation,0,0,0,0
1592637,FALSE,TRUE,FALSE,"{3 (0.8 ML adalimumab 100 MG/ML Auto-Injector [Humira]) } Pack [Humira Pen 80 MG/0.8 ML - Starter Package for Crohn's Disease, Ulcerative Colitis or Hidradenitis Suppurativa]",RxNorm,S,V,1921245,Branded Pack,Drug,0,0,0,0
45615416,FALSE,TRUE,FALSE,"Enterocolitis, Pseudomembranous",MeSH,N,D,D004761,Main Heading,Condition,0,0,0,0
46345654,FALSE,TRUE,FALSE,COLITIS - bismuth pellet,NDC,N,V,64117011602,11-digit NDC,Drug,0,0,0,0
4352181,FALSE,TRUE,FALSE,"Colitis, Microscopic",NDFRT,N,V,N0000011038,Ind / CI,Drug,0,0,0,0
4144265,FALSE,TRUE,FALSE,FH: Colitis,SNOMED,S,V,266901001,Context-dependent,Observation,0,0,0,0
4281999,FALSE,TRUE,FALSE,Histiocytic ulcerative colitis of Boxer dogs,SNOMED,N,D,65983008,Clinical Finding,Condition,0,0,0,0
40394657,FALSE,TRUE,FALSE,[X]Other specified non-infective gastroenteritis and colitis,SNOMED,N,D,197536009,Clinical Finding,Condition,0,0,0,0
75576,FALSE,TRUE,FALSE,Irritable bowel syndrome,SNOMED,S,V,10743008,Clinical Finding,Condition,41073142,21,47570820,21
45884768,FALSE,TRUE,FALSE,Inflammatory bowel disease crohn’s disease or colitis ulcerosa,LOINC,S,V,LA17780-0,Answer,Meas Value,0,0,0,0
40392814,FALSE,TRUE,FALSE,Colitis: [toxic] or [pseudomembranous],SNOMED,N,U,197019008,Clinical Finding,Condition,0,0,0,0
4145072,FALSE,TRUE,FALSE,Non-infective enteritis and colitis,SNOMED,S,V,307418008,Clinical Finding,Condition,0,0,0,0
4344200,FALSE,TRUE,FALSE,Proctocolitis,NDFRT,N,V,N0000002494,Ind / CI,Drug,0,0,0,0
1592626,FALSE,TRUE,FALSE,{6 (0.4 ML adalimumab 100 MG/ML Auto-Injector [Humira]) } Pack [Humira Pen 40 MG/0.4 ML Starter Pack - Crohn's Disease],RxNorm,S,V,1872984,Branded Pack,Drug,0,0,0,0
40394656,FALSE,TRUE,FALSE,[X]Other ulcerative colitis,SNOMED,N,D,197535008,Clinical Finding,Condition,0,0,0,0
4147180,FALSE,TRUE,FALSE,H/O: colitis,SNOMED,S,V,266999006,Context-dependent,Observation,0,0,0,0
3062563,FALSE,TRUE,FALSE,Histiocytic ulcerative colitis of Boxer dogs,Nebraska Lexicon,N,D,65983008,Clinical Finding,Condition,0,0,0,0
45878161,FALSE,TRUE,FALSE,Pattern consistent with IBD: Ulcerative colitis,LOINC,S,V,LA13021-3,Answer,Meas Value,0,0,0,0
3060499,FALSE,TRUE,FALSE,Colitis: [toxic] or [pseudomembranous],Nebraska Lexicon,N,D,197019008,Clinical Finding,Condition,0,0,0,0
40394654,FALSE,TRUE,FALSE,[X]Non-infective enteritis and colitis,SNOMED,N,D,197533001,Clinical Finding,Condition,0,0,0,0
3062667,FALSE,TRUE,FALSE,[X]Non-infective enteritis and colitis,Nebraska Lexicon,N,D,197533001,Clinical Finding,Condition,0,0,0,0
46312674,FALSE,TRUE,FALSE,COLITIS - bismuth pellet,SPL,C,V,9a3cdc4b-e8ab-4fbb-bd4d-740dc2384470,OTC Drug,Drug,0,0,0,0
45525039,FALSE,TRUE,FALSE,TOXIC COLITIS,OXMIS,N,V,561 CT,OXMIS,Condition,0,0,0,0
3054426,FALSE,TRUE,FALSE,[X]Other ulcerative colitis,Nebraska Lexicon,N,D,197535008,Clinical Finding,Condition,0,0,0,0
915764,FALSE,TRUE,FALSE,"Patients greater than 85 years of age who did not have a history of colorectal cancer or valid medical reason for the colonoscopy, including: iron deficiency anemia, lower gastrointestinal bleeding, crohn's disease (i.e., regional enteritis), familial...",HCPCS,S,V,G9659,HCPCS,Observation,0,0,0,0
507024,FALSE,TRUE,FALSE,Signposting to Crohn's and Colitis UK,SNOMED,S,V,1057341000000108,Procedure,Procedure,0,0,0,0
4085622,FALSE,TRUE,FALSE,Acute amebic dysentery,SNOMED,S,V,186116005,Clinical Finding,Condition,14850,17,31967,18
46273477,FALSE,TRUE,FALSE,Complication due to ulcerative colitis,SNOMED,S,V,1092851000119103,Clinical Finding,Condition,1097361,13,1383795,13
45663213,FALSE,TRUE,FALSE,bismuth 30[hp_C]/mL ORAL PELLET [colitis],SPL,C,V,de88e126-296b-47d6-8a77-d792edc51246,OTC Drug,Drug,0,0,0,0
36309116,FALSE,TRUE,FALSE,"Ulcerative colitis, Crohn's disease, or inflammatory bowel disease",LOINC,S,V,LA27843-4,Answer,Meas Value,0,0,0,0
4225691,FALSE,TRUE,FALSE,Toxic megacolon due to ulcerative colitis,SNOMED,S,V,404908004,Clinical Finding,Condition,0,0,0,0
45081726,FALSE,TRUE,FALSE,BISMUTH 30 [hp_C]/mL PELLET [Colitis],NDC,N,V,064117116,9-digit NDC,Drug,0,0,0,0
