conceptId,isExcluded,includeDescendants,includeMapped,conceptName,vocabularyId,standardConcept,invalidReason,conceptCode,conceptClassId,domainId,rc,dbc,drc,ddbc
40484649,FALSE,TRUE,FALSE,Type 1 diabetes mellitus well controlled,SNOMED,S,V,444074000,Clinical Finding,Condition,0,0,0,0
40484649,FALSE,TRUE,FALSE,Type 1 diabetes mellitus well controlled,SNOMED,S,V,444074000,Clinical Finding,Condition,0,0,0,0
43021174,FALSE,TRUE,FALSE,History of diabetes mellitus type 1,SNOMED,S,V,472970003,Context-dependent,Observation,0,0,0,0
43021174,FALSE,TRUE,FALSE,History of diabetes mellitus type 1,SNOMED,S,V,472970003,Context-dependent,Observation,0,0,0,0
43021174,FALSE,TRUE,FALSE,History of diabetes mellitus type 1,SNOMED,S,V,472970003,Context-dependent,Observation,0,0,0,0
43021174,FALSE,TRUE,FALSE,History of diabetes mellitus type 1,SNOMED,S,V,472970003,Context-dependent,Observation,0,0,0,0
765375,FALSE,TRUE,FALSE,Ischemic ankle ulcer due to diabetes mellitus type 2,SNOMED,S,V,140411000119101,Clinical Finding,Condition,0,0,0,0
765375,FALSE,TRUE,FALSE,Ischemic ankle ulcer due to diabetes mellitus type 2,SNOMED,S,V,140411000119101,Clinical Finding,Condition,0,0,0,0
42485979,FALSE,TRUE,FALSE,"Type 1 diabetes mellitus, with musculoskeletal and connective tissue complication",KCD7,N,V,E10.60,KCD7 code,Condition,0,0,0,0
42485979,FALSE,TRUE,FALSE,"Type 1 diabetes mellitus, with musculoskeletal and connective tissue complication",KCD7,N,V,E10.60,KCD7 code,Condition,0,0,0,0
21491076,FALSE,TRUE,FALSE,4-Deoxythreonate [Moles/volume] in Serum or Plasma,LOINC,S,V,79520-3,Lab Test,Measurement,0,0,0,0
21491076,FALSE,TRUE,FALSE,4-Deoxythreonate [Moles/volume] in Serum or Plasma,LOINC,S,V,79520-3,Lab Test,Measurement,0,0,0,0
45770986,FALSE,TRUE,FALSE,Retinopathy due to unstable diabetes mellitus type 1,SNOMED,S,V,706894000,Clinical Finding,Condition,0,0,0,0
45770986,FALSE,TRUE,FALSE,Retinopathy due to unstable diabetes mellitus type 1,SNOMED,S,V,706894000,Clinical Finding,Condition,0,0,0,0
45770986,FALSE,TRUE,FALSE,Retinopathy due to unstable diabetes mellitus type 1,SNOMED,S,V,706894000,Clinical Finding,Condition,0,0,0,0
45770986,FALSE,TRUE,FALSE,Retinopathy due to unstable diabetes mellitus type 1,SNOMED,S,V,706894000,Clinical Finding,Condition,0,0,0,0
42486022,FALSE,TRUE,FALSE,"Type 2 diabetes mellitus, with diabetic peripheral angiopathy, withgangrene(I79.2*)",KCD7,N,V,E11.51,KCD7 code,Condition,0,0,0,0
42486022,FALSE,TRUE,FALSE,"Type 2 diabetes mellitus, with diabetic peripheral angiopathy, withgangrene(I79.2*)",KCD7,N,V,E11.51,KCD7 code,Condition,0,0,0,0
201254,FALSE,TRUE,FALSE,Type 1 diabetes mellitus,SNOMED,S,V,46635009,Clinical Finding,Condition,82236341,20,102764855,21
201254,FALSE,TRUE,FALSE,Type 1 diabetes mellitus,SNOMED,S,V,46635009,Clinical Finding,Condition,82236341,20,102764855,21
201254,FALSE,TRUE,FALSE,Type 1 diabetes mellitus,SNOMED,S,V,46635009,Clinical Finding,Condition,82236341,20,102764855,21
201254,FALSE,TRUE,FALSE,Type 1 diabetes mellitus,SNOMED,S,V,46635009,Clinical Finding,Condition,82236341,20,102764855,21
46359608,FALSE,TRUE,FALSE,"DIABETES TYPE II - aesculus hippocastanum, arnica montana, arsenicum album, hamamelis virginiana, helonias dioica, hepar suis, iris versicolor, pancreas suis, spray",NDC,N,V,50845020401,11-digit NDC,Drug,0,0,0,0
42485948,FALSE,TRUE,FALSE,"Type 1 diabetes mellitus, with coma, with ketoacidosis",KCD7,N,V,E10.01,KCD7 code,Condition,0,0,0,0
42485948,FALSE,TRUE,FALSE,"Type 1 diabetes mellitus, with coma, with ketoacidosis",KCD7,N,V,E10.01,KCD7 code,Condition,0,0,0,0
42485984,FALSE,TRUE,FALSE,"Type 1 diabetes mellitus, with other specified complication, not elsewhere classified",KCD7,N,V,E10.68,KCD7 code,Condition,0,0,0,0
42485984,FALSE,TRUE,FALSE,"Type 1 diabetes mellitus, with other specified complication, not elsewhere classified",KCD7,N,V,E10.68,KCD7 code,Condition,0,0,0,0
45879797,FALSE,TRUE,FALSE,Type 1 diabetes (Juvenile onset),LOINC,S,V,LA15304-1,Answer,Meas Value,0,0,0,0
765650,FALSE,TRUE,FALSE,Cranial nerve palsy due to diabetes mellitus type 1,SNOMED,S,V,82561000119101,Clinical Finding,Condition,0,0,0,0
765650,FALSE,TRUE,FALSE,Cranial nerve palsy due to diabetes mellitus type 1,SNOMED,S,V,82561000119101,Clinical Finding,Condition,0,0,0,0
40765528,FALSE,TRUE,FALSE,Deprecated PhenX measure - personal history of type 1- type 2 diabetes,LOINC,N,D,62796-8,Clinical Observation,Measurement,0,0,0,0
40765528,FALSE,TRUE,FALSE,Deprecated PhenX measure - personal history of type 1- type 2 diabetes,LOINC,N,D,62796-8,Clinical Observation,Measurement,0,0,0,0
42689695,FALSE,TRUE,FALSE,Eating disorder co-occurrent with diabetes mellitus type 1,SNOMED,S,V,1067201000000106,Clinical Finding,Condition,0,0,0,0
42689695,FALSE,TRUE,FALSE,Eating disorder co-occurrent with diabetes mellitus type 1,SNOMED,S,V,1067201000000106,Clinical Finding,Condition,0,0,0,0
42485959,FALSE,TRUE,FALSE,"Type 1 diabetes mellitus, with incipient diabetic nephropathy(N08.3*)",KCD7,N,V,E10.20,KCD7 code,Condition,0,0,0,0
42485959,FALSE,TRUE,FALSE,"Type 1 diabetes mellitus, with incipient diabetic nephropathy(N08.3*)",KCD7,N,V,E10.20,KCD7 code,Condition,0,0,0,0
42485959,FALSE,TRUE,FALSE,"Type 1 diabetes mellitus, with incipient diabetic nephropathy(N08.3*)",KCD7,N,V,E10.20,KCD7 code,Condition,0,0,0,0
42485959,FALSE,TRUE,FALSE,"Type 1 diabetes mellitus, with incipient diabetic nephropathy(N08.3*)",KCD7,N,V,E10.20,KCD7 code,Condition,0,0,0,0
915781,FALSE,TRUE,FALSE,Patients aged 40 to 75 years at the beginning of the measurement period with type 1 or type 2 diabetes and with an ldl-c result of 70?189 mg/dl recorded as the highest fasting or direct laboratory test result in the measurement year or during the two y...,HCPCS,S,V,G9676,HCPCS,Observation,0,0,0,0
915781,FALSE,TRUE,FALSE,Patients aged 40 to 75 years at the beginning of the measurement period with type 1 or type 2 diabetes and with an ldl-c result of 70?189 mg/dl recorded as the highest fasting or direct laboratory test result in the measurement year or during the two y...,HCPCS,S,V,G9676,HCPCS,Observation,0,0,0,0
4324885,FALSE,TRUE,FALSE,Dietary education for type 1 diabetes mellitus,SNOMED,S,V,429094000,Procedure,Procedure,0,0,0,0
4324885,FALSE,TRUE,FALSE,Dietary education for type 1 diabetes mellitus,SNOMED,S,V,429094000,Procedure,Procedure,0,0,0,0
4324885,FALSE,TRUE,FALSE,Dietary education for type 1 diabetes mellitus,SNOMED,S,V,429094000,Procedure,Procedure,0,0,0,0
4324885,FALSE,TRUE,FALSE,Dietary education for type 1 diabetes mellitus,SNOMED,S,V,429094000,Procedure,Procedure,0,0,0,0
42485964,FALSE,TRUE,FALSE,"Type 1 diabetes mellitus, with diabetic nonproliferative retinopathy(H36.0*)",KCD7,N,V,E10.31,KCD7 code,Condition,0,0,0,0
42485964,FALSE,TRUE,FALSE,"Type 1 diabetes mellitus, with diabetic nonproliferative retinopathy(H36.0*)",KCD7,N,V,E10.31,KCD7 code,Condition,0,0,0,0
36674344,FALSE,TRUE,FALSE,Type 2 diabetes mellitus risk assessment declined,SNOMED,S,V,772789003,Context-dependent,Observation,0,0,0,0
36674344,FALSE,TRUE,FALSE,Type 2 diabetes mellitus risk assessment declined,SNOMED,S,V,772789003,Context-dependent,Observation,0,0,0,0
42485970,FALSE,TRUE,FALSE,"Type 1 diabetes mellitus, with diabetic mononeuropathy",KCD7,N,V,E10.40,KCD7 code,Condition,0,0,0,0
42485970,FALSE,TRUE,FALSE,"Type 1 diabetes mellitus, with diabetic mononeuropathy",KCD7,N,V,E10.40,KCD7 code,Condition,0,0,0,0
43531017,FALSE,TRUE,FALSE,"Maturity-onset diabetes of the young, type 10",SNOMED,S,V,609577006,Clinical Finding,Condition,0,0,0,0
42485956,FALSE,TRUE,FALSE,"Type 1 diabetes mellitus, with ketoacidosis, with lactic acidosis",KCD7,N,V,E10.12,KCD7 code,Condition,0,0,0,0
42485956,FALSE,TRUE,FALSE,"Type 1 diabetes mellitus, with ketoacidosis, with lactic acidosis",KCD7,N,V,E10.12,KCD7 code,Condition,0,0,0,0
42485957,FALSE,TRUE,FALSE,"Type 1 diabetes mellitus, with acidosis, other and unspecified",KCD7,N,V,E10.18,KCD7 code,Condition,0,0,0,0
42485957,FALSE,TRUE,FALSE,"Type 1 diabetes mellitus, with acidosis, other and unspecified",KCD7,N,V,E10.18,KCD7 code,Condition,0,0,0,0
42485962,FALSE,TRUE,FALSE,"Type 1 diabetes mellitus, with other and unspecified renal complication(N08.3*)",KCD7,N,V,E10.28,KCD7 code,Condition,0,0,0,0
42485962,FALSE,TRUE,FALSE,"Type 1 diabetes mellitus, with other and unspecified renal complication(N08.3*)",KCD7,N,V,E10.28,KCD7 code,Condition,0,0,0,0
42485949,FALSE,TRUE,FALSE,"Type 1 diabetes mellitus, with coma, with lactic acidosis",KCD7,N,V,E10.02,KCD7 code,Condition,0,0,0,0
42485949,FALSE,TRUE,FALSE,"Type 1 diabetes mellitus, with coma, with lactic acidosis",KCD7,N,V,E10.02,KCD7 code,Condition,0,0,0,0
42485968,FALSE,TRUE,FALSE,"Type 1 diabetes mellitus, with other and unspecified ophthalmic complication",KCD7,N,V,E10.38,KCD7 code,Condition,0,0,0,0
42485968,FALSE,TRUE,FALSE,"Type 1 diabetes mellitus, with other and unspecified ophthalmic complication",KCD7,N,V,E10.38,KCD7 code,Condition,0,0,0,0
4347442,FALSE,TRUE,FALSE,"Diabetes Insipidus, Neurogenic",NDFRT,N,V,N0000004189,Ind / CI,Drug,0,0,0,0
45768456,FALSE,TRUE,FALSE,Neuropathy due to unstable diabetes mellitus type 1,SNOMED,S,V,706891008,Clinical Finding,Condition,0,0,0,0
45768456,FALSE,TRUE,FALSE,Neuropathy due to unstable diabetes mellitus type 1,SNOMED,S,V,706891008,Clinical Finding,Condition,0,0,0,0
45768456,FALSE,TRUE,FALSE,Neuropathy due to unstable diabetes mellitus type 1,SNOMED,S,V,706891008,Clinical Finding,Condition,0,0,0,0
45768456,FALSE,TRUE,FALSE,Neuropathy due to unstable diabetes mellitus type 1,SNOMED,S,V,706891008,Clinical Finding,Condition,0,0,0,0
44787339,FALSE,TRUE,FALSE,Diabetes Type I action plan,LOINC,N,V,LP173733-9,LOINC Component,Observation,0,0,0,0
42690670,FALSE,TRUE,FALSE,Type II diabetes mellitus risk assessment invitation,SNOMED,S,V,1065451000000100,Procedure,Observation,0,0,0,0
42690670,FALSE,TRUE,FALSE,Type II diabetes mellitus risk assessment invitation,SNOMED,S,V,1065451000000100,Procedure,Observation,0,0,0,0
42485981,FALSE,TRUE,FALSE,"Type 1 diabetes mellitus, with oral cavity and periodontal complication",KCD7,N,V,E10.62,KCD7 code,Condition,0,0,0,0
42485981,FALSE,TRUE,FALSE,"Type 1 diabetes mellitus, with oral cavity and periodontal complication",KCD7,N,V,E10.62,KCD7 code,Condition,0,0,0,0
1005580,FALSE,TRUE,FALSE,PhenX - autoimmune diseases related to type 1 diabetes protocol 140101,LOINC,N,V,LP112326-6,LOINC Component,Observation,0,0,0,0
35206877,FALSE,TRUE,FALSE,Type 1 diabetes mellitus with hypoglycemia without coma,ICD10CM,N,D,E10.640,6-char billing code,Condition,0,0,0,0
35206877,FALSE,TRUE,FALSE,Type 1 diabetes mellitus with hypoglycemia without coma,ICD10CM,N,D,E10.640,6-char billing code,Condition,0,0,0,0
36676219,FALSE,TRUE,FALSE,Assessment of risk of type 2 diabetes mellitus,SNOMED,S,V,772788006,Procedure,Procedure,0,0,0,0
36676219,FALSE,TRUE,FALSE,Assessment of risk of type 2 diabetes mellitus,SNOMED,S,V,772788006,Procedure,Procedure,0,0,0,0
46321054,FALSE,TRUE,FALSE,"DIABETES TYPE II - aesculus hippocastanum, arnica montana, arsenicum album, hamamelis virginiana, helonias dioica, hepar suis, iris versicolor, pancreas suis, spray",SPL,C,V,6776d9b6-f451-4acb-9c7a-ccc178550613,OTC Drug,Drug,0,0,0,0
40353859,FALSE,TRUE,FALSE,[EDTA] Diabetes Type II (non-insulin-dependent) associated with renal failure,SNOMED,N,D,274590004,Clinical Finding,Condition,0,0,0,0
3077750,FALSE,TRUE,FALSE,[EDTA] Diabetes Type I (insulin dependent) associated with renal failure,Nebraska Lexicon,N,D,274589008,Clinical Finding,Condition,0,0,0,0
44805585,FALSE,TRUE,FALSE,Referral to type 1 diabetes structured education programme,SNOMED,S,V,754461000000105,Procedure,Observation,0,0,0,0
3057410,FALSE,TRUE,FALSE,[EDTA] Diabetes Type II (non-insulin-dependent) associated with renal failure,Nebraska Lexicon,N,D,274590004,Clinical Finding,Condition,0,0,0,0
42485966,FALSE,TRUE,FALSE,"Type 1 diabetes mellitus, with other and unsepcified retinopathy(H36.0*)",KCD7,N,V,E10.33,KCD7 code,Condition,0,0,0,0
42485966,FALSE,TRUE,FALSE,"Type 1 diabetes mellitus, with other and unsepcified retinopathy(H36.0*)",KCD7,N,V,E10.33,KCD7 code,Condition,0,0,0,0
42485989,FALSE,TRUE,FALSE,"Type 1 diabetes mellitus, with other multiple complications",KCD7,N,V,E10.78,KCD7 code,Condition,0,0,0,0
42485989,FALSE,TRUE,FALSE,"Type 1 diabetes mellitus, with other multiple complications",KCD7,N,V,E10.78,KCD7 code,Condition,0,0,0,0
1005579,FALSE,TRUE,FALSE,PhenX measure - autoimmune diseases related to type 1 diabetes,LOINC,N,D,LP112325-8,LOINC Component,Observation,0,0,0,0
43531006,FALSE,TRUE,FALSE,"Maturity onset diabetes of the young, type 1",SNOMED,S,V,609562003,Clinical Finding,Condition,0,0,0,0
21491083,FALSE,TRUE,FALSE,4-Deoxythreonate/Creatinine [Molar ratio] in Urine,LOINC,S,V,79527-8,Lab Test,Measurement,0,0,0,0
21491083,FALSE,TRUE,FALSE,4-Deoxythreonate/Creatinine [Molar ratio] in Urine,LOINC,S,V,79527-8,Lab Test,Measurement,0,0,0,0
42486005,FALSE,TRUE,FALSE,"Type 2 diabetes mellitus, with incipient diabetic nephropathy(N08.3*)",KCD7,N,V,E11.20,KCD7 code,Condition,0,0,0,0
42486005,FALSE,TRUE,FALSE,"Type 2 diabetes mellitus, with incipient diabetic nephropathy(N08.3*)",KCD7,N,V,E11.20,KCD7 code,Condition,0,0,0,0
42485954,FALSE,TRUE,FALSE,"Type 1 diabetes mellitus, with ketoacidosis",KCD7,N,V,E10.10,KCD7 code,Condition,0,0,0,0
42485954,FALSE,TRUE,FALSE,"Type 1 diabetes mellitus, with ketoacidosis",KCD7,N,V,E10.10,KCD7 code,Condition,0,0,0,0
4326671,FALSE,TRUE,FALSE,Family history of diabetes mellitus type 1,SNOMED,S,V,430678008,Context-dependent,Observation,0,0,0,0
4326671,FALSE,TRUE,FALSE,Family history of diabetes mellitus type 1,SNOMED,S,V,430678008,Context-dependent,Observation,0,0,0,0
42485983,FALSE,TRUE,FALSE,Poor control blood glucose level type 1 diabetes mellitus,KCD7,N,V,E10.64,KCD7 code,Condition,0,0,0,0
42485983,FALSE,TRUE,FALSE,Poor control blood glucose level type 1 diabetes mellitus,KCD7,N,V,E10.64,KCD7 code,Condition,0,0,0,0
42485975,FALSE,TRUE,FALSE,"Type 1 diabetes mellitus, with diabetic peripheral angiopathy, without gangrene(I79.2*)",KCD7,N,V,E10.50,KCD7 code,Condition,0,0,0,0
42485975,FALSE,TRUE,FALSE,"Type 1 diabetes mellitus, with diabetic peripheral angiopathy, without gangrene(I79.2*)",KCD7,N,V,E10.50,KCD7 code,Condition,0,0,0,0
42485975,FALSE,TRUE,FALSE,"Type 1 diabetes mellitus, with diabetic peripheral angiopathy, without gangrene(I79.2*)",KCD7,N,V,E10.50,KCD7 code,Condition,0,0,0,0
42485975,FALSE,TRUE,FALSE,"Type 1 diabetes mellitus, with diabetic peripheral angiopathy, without gangrene(I79.2*)",KCD7,N,V,E10.50,KCD7 code,Condition,0,0,0,0
706506,FALSE,TRUE,FALSE,Diabetes type I action plan,LOINC,S,V,LP173765-1,Doc Kind,Meas Value,0,0,0,0
42485972,FALSE,TRUE,FALSE,"Type 1 diabetes mellitus, with diabetic autonomic neuropathy(G99.0*)",KCD7,N,V,E10.42,KCD7 code,Condition,0,0,0,0
42485972,FALSE,TRUE,FALSE,"Type 1 diabetes mellitus, with diabetic autonomic neuropathy(G99.0*)",KCD7,N,V,E10.42,KCD7 code,Condition,0,0,0,0
42485947,FALSE,TRUE,FALSE,"Type 1 diabetes mellitus, with coma, with hyperosmolarity",KCD7,N,V,E10.00,KCD7 code,Condition,0,0,0,0
42485947,FALSE,TRUE,FALSE,"Type 1 diabetes mellitus, with coma, with hyperosmolarity",KCD7,N,V,E10.00,KCD7 code,Condition,0,0,0,0
40765520,FALSE,TRUE,FALSE,Deprecated PhenX measure - autoimmune diseases related to type 1 diabetes,LOINC,N,D,62788-5,Clinical Observation,Measurement,0,0,0,0
44791260,FALSE,TRUE,FALSE,Diabetes type 1 review,SNOMED,S,V,279291000000109,Procedure,Observation,0,0,0,0
765533,FALSE,TRUE,FALSE,Glaucoma due to diabetes mellitus type 1,SNOMED,S,V,60981000119103,Clinical Finding,Condition,0,0,0,0
765533,FALSE,TRUE,FALSE,Glaucoma due to diabetes mellitus type 1,SNOMED,S,V,60981000119103,Clinical Finding,Condition,0,0,0,0
42689501,FALSE,TRUE,FALSE,Assessment of risk of type II diabetes mellitus,SNOMED,S,V,1064531000000109,Procedure,Procedure,0,0,0,0
42689501,FALSE,TRUE,FALSE,Assessment of risk of type II diabetes mellitus,SNOMED,S,V,1064531000000109,Procedure,Procedure,0,0,0,0
42485965,FALSE,TRUE,FALSE,"Type 1 diabetes mellitus, with diabetic proliferative retinopathy(H36.0*)",KCD7,N,V,E10.32,KCD7 code,Condition,0,0,0,0
42485965,FALSE,TRUE,FALSE,"Type 1 diabetes mellitus, with diabetic proliferative retinopathy(H36.0*)",KCD7,N,V,E10.32,KCD7 code,Condition,0,0,0,0
1003803,FALSE,TRUE,FALSE,Diabetes Type I action plan | {Setting} | Document ontology,LOINC,C,V,LP416834-2,LOINC Hierarchy,Observation,0,0,0,0
43527958,FALSE,TRUE,FALSE,"Endocrinology (type 2 diabetes), biochemical assays of seven analytes (glucose, HbA1c, insulin, hs-CRP, adiponectin, ferritin, interleukin 2-receptor alpha), utilizing serum or plasma, algorithm reporting a risk score",CPT4,S,V,81506,CPT4,Observation,0,0,0,0
45437959,FALSE,TRUE,FALSE,Dietary advice for type I diabetes,Read,N,D,ZC2C900,Read,Procedure,0,0,0,0
1005587,FALSE,TRUE,FALSE,PhenX measure - personal history of type 1- type 2 diabetes,LOINC,N,D,LP112333-2,LOINC Component,Observation,0,0,0,0
42690662,FALSE,TRUE,FALSE,Type II diabetes mellitus risk assessment declined,SNOMED,S,V,1064541000000100,Context-dependent,Observation,0,0,0,0
42690662,FALSE,TRUE,FALSE,Type II diabetes mellitus risk assessment declined,SNOMED,S,V,1064541000000100,Context-dependent,Observation,0,0,0,0
44791270,FALSE,TRUE,FALSE,Diabetes type II review,SNOMED,S,V,279321000000104,Procedure,Observation,0,0,0,0
435216,FALSE,TRUE,FALSE,Disorder due to type 1 diabetes mellitus,SNOMED,S,V,420868002,Clinical Finding,Condition,6693336,19,47690616,19
435216,FALSE,TRUE,FALSE,Disorder due to type 1 diabetes mellitus,SNOMED,S,V,420868002,Clinical Finding,Condition,6693336,19,47690616,19
435216,FALSE,TRUE,FALSE,Disorder due to type 1 diabetes mellitus,SNOMED,S,V,420868002,Clinical Finding,Condition,6693336,19,47690616,19
435216,FALSE,TRUE,FALSE,Disorder due to type 1 diabetes mellitus,SNOMED,S,V,420868002,Clinical Finding,Condition,6693336,19,47690616,19
36208236,FALSE,TRUE,FALSE,Diabetes Type I action plan | {Setting},LOINC,N,D,LP261072-5,LOINC Hierarchy,Measurement,0,0,0,0
4130164,FALSE,TRUE,FALSE,"Maturity onset diabetes of the young, type 2",SNOMED,S,V,237604008,Clinical Finding,Condition,0,0,0,0
4130164,FALSE,TRUE,FALSE,"Maturity onset diabetes of the young, type 2",SNOMED,S,V,237604008,Clinical Finding,Condition,0,0,0,0
42485986,FALSE,TRUE,FALSE,"Type 1 diabetes mellitus, with diabetic foot ulcer",KCD7,N,V,E10.70,KCD7 code,Condition,0,0,0,0
42485986,FALSE,TRUE,FALSE,"Type 1 diabetes mellitus, with diabetic foot ulcer",KCD7,N,V,E10.70,KCD7 code,Condition,0,0,0,0
40483315,FALSE,TRUE,FALSE,Brittle type 2 diabetes mellitus,SNOMED,S,V,445353002,Clinical Finding,Condition,0,0,0,0
40483315,FALSE,TRUE,FALSE,Brittle type 2 diabetes mellitus,SNOMED,S,V,445353002,Clinical Finding,Condition,0,0,0,0
42485973,FALSE,TRUE,FALSE,"Type 1 diabetes mellitus, with other and unspecified neurological complication",KCD7,N,V,E10.48,KCD7 code,Condition,0,0,0,0
42485973,FALSE,TRUE,FALSE,"Type 1 diabetes mellitus, with other and unspecified neurological complication",KCD7,N,V,E10.48,KCD7 code,Condition,0,0,0,0
42485961,FALSE,TRUE,FALSE,"Type 1 diabetes mellitus, with end-stage renal disease[ESRD](N08.3*)",KCD7,N,V,E10.22,KCD7 code,Condition,0,0,0,0
42485961,FALSE,TRUE,FALSE,"Type 1 diabetes mellitus, with end-stage renal disease[ESRD](N08.3*)",KCD7,N,V,E10.22,KCD7 code,Condition,0,0,0,0
42485951,FALSE,TRUE,FALSE,"Type 1 diabetes mellitus, with coma, other and unspecified",KCD7,N,V,E10.08,KCD7 code,Condition,0,0,0,0
42485951,FALSE,TRUE,FALSE,"Type 1 diabetes mellitus, with coma, other and unspecified",KCD7,N,V,E10.08,KCD7 code,Condition,0,0,0,0
40484648,FALSE,TRUE,FALSE,Type 1 diabetes mellitus uncontrolled,SNOMED,S,V,444073006,Clinical Finding,Condition,24815923,14,24815923,14
40484648,FALSE,TRUE,FALSE,Type 1 diabetes mellitus uncontrolled,SNOMED,S,V,444073006,Clinical Finding,Condition,24815923,14,24815923,14
40484648,FALSE,TRUE,FALSE,Type 1 diabetes mellitus uncontrolled,SNOMED,S,V,444073006,Clinical Finding,Condition,24815923,14,24815923,14
40484648,FALSE,TRUE,FALSE,Type 1 diabetes mellitus uncontrolled,SNOMED,S,V,444073006,Clinical Finding,Condition,24815923,14,24815923,14
40482801,FALSE,TRUE,FALSE,Type II diabetes mellitus uncontrolled,SNOMED,S,V,443694000,Clinical Finding,Condition,156704249,14,156704249,14
40482801,FALSE,TRUE,FALSE,Type II diabetes mellitus uncontrolled,SNOMED,S,V,443694000,Clinical Finding,Condition,156704249,14,156704249,14
