conceptId,isExcluded,includeDescendants,includeMapped,conceptName,vocabularyId,standardConcept,invalidReason,conceptCode,conceptClassId,domainId,rc,dbc,drc,ddbc
35615119,FALSE,TRUE,FALSE,Aneurysm of coronary artery due to and following acute febrile mucocutaneous lymph node syndrome,SNOMED,S,V,16025471000119107,Clinical Finding,Condition,0,0,0,0
36307799,FALSE,TRUE,FALSE,"Coronary artery disease (CAD) (e.g., angina, myocardial infarction, and atherosclerotic heart disease (ASHD))",LOINC,S,V,LA27838-4,Answer,Meas Value,0,0,0,0
36309684,FALSE,TRUE,FALSE,Cardio/pulm: Coronary artery disease,LOINC,S,V,LA25636-4,Answer,Meas Value,0,0,0,0
40757908,FALSE,TRUE,FALSE,Coronary artery disease in last 7 days [MDSv3],LOINC,S,V,54777-8,Survey,Observation,0,0,0,0
42627948,FALSE,TRUE,FALSE,"Coronary artery disease, mRNA, gene expression profiling by real-time RT-PCR of 23 genes, utilizing whole peripheral blood, algorithm reported as a risk score",CPT4,S,V,81493,CPT4,Observation,0,0,0,0
42628210,FALSE,TRUE,FALSE,"Transluminal balloon angioplasty (except lower extremity artery(ies) for occlusive disease, intracranial, coronary, pulmonary, or dialysis circuit), open or percutaneous, including all imaging and radiological supervision and interpretation necessary t...",CPT4,C,V,1029697,CPT4 Hierarchy,Procedure,0,0,0,0
43020660,FALSE,TRUE,FALSE,Ischemic dilated cardiomyopathy due to coronary artery disease,SNOMED,S,V,472100003,Clinical Finding,Condition,0,0,0,0
43022059,FALSE,TRUE,FALSE,Disease of non-coronary systemic artery,SNOMED,S,V,473449006,Clinical Finding,Condition,811105,10,352890342,22
44783149,FALSE,TRUE,FALSE,Coronary artery disease absent,SNOMED,S,V,699196002,Context-dependent,Observation,0,0,0,0
45766165,FALSE,TRUE,FALSE,Heart failure with reduced ejection fraction due to coronary artery disease,SNOMED,S,V,703273002,Clinical Finding,Condition,0,0,0,0
45766238,FALSE,TRUE,FALSE,Coronary artery occlusion due to neoplastic disease,SNOMED,S,V,703356002,Clinical Finding,Condition,0,0,0,0
46257628,FALSE,TRUE,FALSE,"Transcatheter placement of an intravascular stent(s) (except lower extremity artery(s) for occlusive disease, cervical carotid, extracranial vertebral or intrathoracic carotid, intracranial, or coronary), open or percutaneous, including radiological su...",CPT4,C,V,1022229,CPT4 Hierarchy,Procedure,0,0,0,0
