conceptId,conceptName,vocabularyId,domainId,standardConcept,conceptInSet,rc,dc,drc,dbc
44783555,Calcified stylohyoid ligament,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4344156,Otto's pelvis,SNOMED,Condition,S,Not included - descendant,200,2,200,2
443116,Cervical posterior longitudinal ligament ossification,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4068712,Calcification of lumbar disc,SNOMED,Condition,S,Not included - descendant,200,2,200,2
46270448,Chronic tophaceous gout of vertebra caused by drug,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4068629,Calcification of thoracic disc,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4313022,Chondrocalcinosis due to calcium hydroxyapatite crystals,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4029605,Periarticular calcification,SNOMED,Condition,S,Not included - descendant,200,2,200,2
37108999,Degenerative rupture of lateral meniscus of left knee,SNOMED,Condition,S,Not included - descendant,179,1,179,1
37108985,Degenerative rupture of triangular fibrocartilage of right wrist,SNOMED,Condition,S,Not included - descendant,169,1,169,1
37017608,Lumbosacral spondylosis with root compression,SNOMED,Condition,S,Not included - descendant,121,1,121,1
37108986,Degenerative rupture of triangular fibrocartilage of left wrist,SNOMED,Condition,S,Not included - descendant,117,1,117,1
42535176,Bilateral chondromalacia of ankles,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4068476,Single-level lumbosacral spondylosis with radiculopathy,SNOMED,Condition,S,Not included - descendant,100,1,100,1
37108596,Chondrocalcinosis of joint of left wrist,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4033368,Mouth and genital ulcers with inflamed cartilage syndrome,SNOMED,Condition,S,Not included - descendant,100,1,100,1
42539209,Gouty tophus of right elbow,SNOMED,Condition,S,Not included - descendant,100,1,100,1
42536664,Degeneration of lumbar intervertebral disc without prolapse,SNOMED,Condition,S,Not included - descendant,100,1,100,1
42534847,Chondrocalcinosis of right hand,SNOMED,Condition,S,Not included - descendant,100,1,100,1
42539212,Chondrocalcinosis of left shoulder,SNOMED,Condition,S,Not included - descendant,100,1,100,1
37018671,Chondrocalcinosis of hand due to disorder of calcium metabolism,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4067531,Multiple-level lumbosacral spondylosis with radiculopathy,SNOMED,Condition,S,Not included - descendant,100,1,100,1
42536660,Prolapse of cervical intervertebral disc with degeneration,SNOMED,Condition,S,Not included - descendant,100,1,100,1
42535061,Bilateral degenerative rupture of medial meniscus of knee,SNOMED,Condition,S,Not included - descendant,100,1,100,1
42539491,Degeneration of cervical intervertebral disc and osteophyte of cervical vertebra,SNOMED,Condition,S,Not included - descendant,100,1,100,1
42534849,Chondrocalcinosis of right hip,SNOMED,Condition,S,Not included - descendant,100,1,100,1
37110373,Intervertebral disc degeneration of cervical spine without prolapsed disc,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4068611,Multiple-level thoracic spondylosis with myelopathy,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4068605,Two-level cervical spondylosis without myelopathy,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4068381,Multiple-level lumbosacral spondylosis without myelopathy,SNOMED,Condition,S,Not included - descendant,100,1,100,1
42534848,Chondrocalcinosis of left hand,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4066606,Cervical spondylosis with vascular compression,SNOMED,Condition,S,Not included - descendant,100,1,100,1
762916,Calcium oxalate deposition disease,SNOMED,Condition,S,Not included - descendant,100,1,100,1
42535175,Chondromalacia of right hip,SNOMED,Condition,S,Not included - descendant,100,1,100,1
37108595,Chondrocalcinosis of joint of right wrist,SNOMED,Condition,S,Not included - descendant,100,1,100,1
42534846,Chondrocalcinosis of left elbow,SNOMED,Condition,S,Not included - descendant,100,1,100,1
42534851,Chondrocalcinosis of left ankle,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4083344,Gouty tophus of prepatellar bursa,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4067527,Multiple-level cervical spondylosis without myelopathy,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4068475,Multiple-level thoracic spondylosis with radiculopathy,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4069207,Calcification of cervical disc,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4178758,Miner's knee,SNOMED,Condition,S,Not included - descendant,100,1,100,1
42534850,Chondrocalcinosis of left hip,SNOMED,Condition,S,Not included - descendant,100,1,100,1
42536662,Prolapse of thoracic intervertebral disc with degeneration,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4068610,Two-level thoracic spondylosis with myelopathy,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4066601,Single-level lumbosacral spondylosis without myelopathy,SNOMED,Condition,S,Not included - descendant,100,1,100,1
42534844,Chondrocalcinosis of right shoulder,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4066604,Single-level lumbosacral spondylosis with myelopathy,SNOMED,Condition,S,Not included - descendant,100,1,100,1
42539281,Ossification of anterior longitudinal ligament of spine,SNOMED,Condition,S,Not included - descendant,100,1,100,1
762775,Intervertebral disc desiccation,SNOMED,Condition,S,Not included - descendant,100,1,100,1
42534845,Chondrocalcinosis of right elbow,SNOMED,Condition,S,Not included - descendant,100,1,100,1
37017569,Congenital calcium pyrophosphate dihydrate crystal deposition disease,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4068609,Single-level thoracic spondylosis with myelopathy,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4068477,Two-level lumbosacral spondylosis with radiculopathy,SNOMED,Condition,S,Not included - descendant,100,1,100,1
42539035,Prolapse of lumbar intervertebral disc with degeneration,SNOMED,Condition,S,Not included - descendant,100,1,100,1
42536665,Degeneration of lumbar intervertebral disc and osteophyte of lumbar vertebra,SNOMED,Condition,S,Not included - descendant,100,1,100,1
42535174,Chondromalacia of left hip,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4066602,Two-level lumbosacral spondylosis without myelopathy,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4009091,Juvenile osteochondrosis of acetabulum,SNOMED,Condition,S,Not included - descendant,100,1,100,1
42536659,Wear of articular bearing surface of joint prosthesis of hip,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4049245,Relapsing polychondritis of larynx,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4068473,Multiple-level lumbosacral spondylosis with myelopathy,SNOMED,Condition,S,Not included - descendant,100,1,100,1
42536661,Degeneration of thoracic intervertebral disc without prolapse,SNOMED,Condition,S,Not included - descendant,100,1,100,1
42536663,Degeneration of thoracic intervertebral disc and osteophyte,SNOMED,Condition,S,Not included - descendant,100,1,100,1
37016155,Chondrocalcinosis of hip joint due to disorder of calcium metabolism,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4068474,Two-level thoracic spondylosis with radiculopathy,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4147867,Degenerative lesion of articular cartilage of knee,SNOMED,Condition,S,Not included - descendant,100,1,100,1
3180503,Scapholunate advanced collapse,Nebraska Lexicon,Condition,S,Not included - descendant,0,0,0,0
42535135,Bilateral chondrocalcinosis of ankles,SNOMED,Condition,S,Not included - descendant,0,0,0,0
36687025,Chondrocalcinosis of bilateral hips,SNOMED,Condition,S,Not included - descendant,0,0,0,0
4035748,Pyrophosphate tophus,SNOMED,Condition,S,Not included - descendant,0,0,0,0
36717146,Dermatoosteolysis Kirghizian type,SNOMED,Condition,S,Not included - descendant,0,0,0,0
36685026,Chronic tophaceous gout of right foot,SNOMED,Condition,S,Not included - descendant,0,0,0,0
35615111,Bilateral degenerative rupture of lateral meniscus of knees,SNOMED,Condition,S,Not included - descendant,0,0,0,0
761485,Chondromalacia of left knee,SNOMED,Condition,S,Not included - descendant,0,0,0,0
37207760,Calcium deposit in bursa of left knee,SNOMED,Condition,S,Not included - descendant,0,0,0,0
42535124,Bilateral chondrocalcinosis of wrists,SNOMED,Condition,S,Not included - descendant,0,0,0,0
35609014,Chondrocalcinosis of left foot,SNOMED,Condition,S,Not included - descendant,0,0,0,0
36684585,Spondylosis of cervicothoracic spine,SNOMED,Condition,S,Not included - descendant,0,0,0,0
37111597,Familial chondromalacia patellae,SNOMED,Condition,S,Not included - descendant,0,0,0,0
35615129,Bilateral chronic tophaceous gout of elbows,SNOMED,Condition,S,Not included - descendant,0,0,0,0
42536890,Wear of cartilage of joint caused by hemiarthroplasty,SNOMED,Condition,S,Not included - descendant,0,0,0,0
42539034,Wear of articular bearing surface of joint prosthesis of knee,SNOMED,Condition,S,Not included - descendant,0,0,0,0
42535119,Bilateral gouty tophus of elbows,SNOMED,Condition,S,Not included - descendant,0,0,0,0
4068382,Two-level lumbosacral spondylosis with myelopathy,SNOMED,Condition,S,Not included - descendant,0,0,0,0
42535205,Tophus of left elbow co-occurrent and due to gout,SNOMED,Condition,S,Not included - descendant,0,0,0,0
37209477,Chondromalacia of joint of left ankle,SNOMED,Condition,S,Not included - descendant,0,0,0,0
36687024,Bilateral chondrocalcinosis of shoulders,SNOMED,Condition,S,Not included - descendant,0,0,0,0
37018679,Chondrocalcinosis of elbow due to disorder of calcium metabolism,SNOMED,Condition,S,Not included - descendant,0,0,0,0
36713669,Hereditary arterial and articular multiple calcification syndrome,SNOMED,Condition,S,Not included - descendant,0,0,0,0
4343921,Malemud disease,SNOMED,Condition,S,Not included - descendant,0,0,0,0
40483793,Crystal arthropathy of pelvis,SNOMED,Condition,S,Not included - descendant,0,0,0,0
37209473,Chondromalacia of joint of left elbow,SNOMED,Condition,S,Not included - descendant,0,0,0,0
35615130,Bilateral chronic tophaceous gout of hands,SNOMED,Condition,S,Not included - descendant,0,0,0,0
761176,Chondromalacia of bilateral patellas,SNOMED,Condition,S,Not included - descendant,0,0,0,0
36687180,Chondrocalcinosis of bilateral feet,SNOMED,Condition,S,Not included - descendant,0,0,0,0
3190444,Calcification of hand joint,Nebraska Lexicon,Condition,S,Not included - descendant,0,0,0,0
45766463,Asymptomatic calcium pyrophosphate deposition disease,SNOMED,Condition,S,Not included - descendant,0,0,0,0
37209475,Chondromalacia of joint of left wrist,SNOMED,Condition,S,Not included - descendant,0,0,0,0
73553,Arthropathy,SNOMED,Condition,S,Not included - parent,0,0,0,0
36684586,Spondylosis of thoracolumbar spine,SNOMED,Condition,S,Not included - descendant,0,0,0,0
762219,Chronic tophaceous gout of right wrist due to renal impairment,SNOMED,Condition,S,Not included - descendant,0,0,0,0
35615134,Hydroxyapatite deposition disease of right shoulder,SNOMED,Condition,S,Not included - descendant,0,0,0,0
761407,Chondrocalcinosis of bilateral knee joints,SNOMED,Condition,S,Not included - descendant,0,0,0,0
37209478,Chondromalacia of joint of right wrist,SNOMED,Condition,S,Not included - descendant,0,0,0,0
37207762,Calcium deposit in bursa of right knee,SNOMED,Condition,S,Not included - descendant,0,0,0,0
4068604,Single-level cervical spondylosis without myelopathy,SNOMED,Condition,S,Not included - descendant,0,0,0,0
36687193,Chondromalacia of right shoulder,SNOMED,Condition,S,Not included - descendant,0,0,0,0
42539213,Chondrocalcinosis of right ankle,SNOMED,Condition,S,Not included - descendant,0,0,0,0
36687192,Chondromalacia of left shoulder,SNOMED,Condition,S,Not included - descendant,0,0,0,0
36687023,Bilateral chondrocalcinosis of hands,SNOMED,Condition,S,Not included - descendant,0,0,0,0
35609013,Chondrocalcinosis of right foot,SNOMED,Condition,S,Not included - descendant,0,0,0,0
36685027,Chronic tophaceous gout of left foot,SNOMED,Condition,S,Not included - descendant,0,0,0,0
37209474,Chondromalacia of joint of right elbow,SNOMED,Condition,S,Not included - descendant,0,0,0,0
4066607,Single-level thoracic spondylosis with radiculopathy,SNOMED,Condition,S,Not included - descendant,0,0,0,0
35615133,Hydroxyapatite deposition disease of left shoulder,SNOMED,Condition,S,Not included - descendant,0,0,0,0
37209476,Chondromalacia of joint of right ankle,SNOMED,Condition,S,Not included - descendant,0,0,0,0
761084,Degenerative joint disease of thumb,SNOMED,Condition,S,Not included - descendant,0,0,0,0
