conceptId,conceptName,vocabularyId,domainId,standardConcept,conceptInSet,rc,dc,drc,dbc
4121615,Concealed accessory pathway,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4243143,Interpolated PVCs,SNOMED,Condition,S,Not included - descendant,200,2,200,2
44783658,Cardiorespiratory arrest with successful resuscitation,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4218242,Ventricular escape rhythm,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4271464,Multifocal premature beats,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4244893,Ventricular parasystole,SNOMED,Condition,S,Not included - descendant,200,2,200,2
4088986,Atrial escape complex,SNOMED,Condition,S,Not included - descendant,166,1,166,1
4088210,Sinus arrest with junctional escape,SNOMED,Condition,S,Not included - descendant,100,1,100,1
44784236,Short QT syndrome,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4124704,Postoperative sinus node dysfunction,SNOMED,Condition,S,Not included - descendant,100,1,100,1
36714606,Timothy syndrome type 2,SNOMED,Condition,S,Not included - descendant,100,1,100,1
36714539,"Ventricular extrasystoles with syncope, perodactyly and Robin sequence syndrome",SNOMED,Condition,S,Not included - descendant,100,1,100,1
4088352,Sinus arrest with atrial escape,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4128968,Circulatory arrest,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4102252,Asymptomatic sinoatrial node dysfunction,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4092011,Aberrantly conducted complex,SNOMED,Condition,S,Not included - descendant,100,1,100,1
36715370,Heart-hand syndrome type 2,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4327066,Ventricular escape beat,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4088987,Atrial parasystole,SNOMED,Condition,S,Not included - descendant,100,1,100,1
37396235,Long QT syndrome caused by drug,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4148028,Electromechanical dissociation with successful resuscitation,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4088507,Ventricular escape complex,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4029303,Fusion beats,SNOMED,Condition,S,Not included - descendant,100,1,100,1
37017187,Intraoperative cardiorespiratory arrest,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4262389,Tic-tac rhythm,SNOMED,Condition,S,Not included - descendant,0,0,0,0
4091446,Sinus arrest with ventricular escape,SNOMED,Condition,S,Not included - descendant,0,0,0,0
37312140,Acquired Brugada syndrome,SNOMED,Condition,S,Not included - descendant,0,0,0,0
4120087,Unidirectional retrograde accessory pathway,SNOMED,Condition,S,Not included - descendant,0,0,0,0
37117768,Long thumb brachydactyly syndrome,SNOMED,Condition,S,Not included - descendant,0,0,0,0
321588,Heart disease,SNOMED,Condition,S,Not included - parent,0,0,0,0
3188998,Chronotropic incompetence,Nebraska Lexicon,Condition,S,Not included - descendant,0,0,0,0
36675005,"Extrasystoles, short stature, hyperpigmentation, microcephaly syndrome",SNOMED,Condition,S,Not included - descendant,0,0,0,0
44784235,Cardiac channelopathy,SNOMED,Condition,S,Not included - descendant,0,0,0,0
46284985,HHS - holiday heart syndrome,SNOMED,Condition,S,Not included - descendant,0,0,0,0
4089463,Multiple ventricular interpolated complexes,SNOMED,Condition,S,Not included - descendant,0,0,0,0
36676642,"X-linked intellectual disability, cardiomegaly, congestive heart failure syndrome",SNOMED,Condition,S,Not included - descendant,0,0,0,0
36715042,Chronic atrial and intestinal dysrhythmia,SNOMED,Condition,S,Not included - descendant,0,0,0,0
44783199,Timothy syndrome type 1,SNOMED,Condition,S,Not included - descendant,0,0,0,0
4110550,Neonatal cardiorespiratory arrest,SNOMED,Condition,S,Not included - descendant,0,0,0,0
4088502,AV junctional (nodal) arrest,SNOMED,Condition,S,Not included - descendant,0,0,0,0
36674897,Sinoatrial node dysfunction and deafness,SNOMED,Condition,S,Not included - descendant,0,0,0,0
36717434,Heart-hand syndrome type 3,SNOMED,Condition,S,Not included - descendant,0,0,0,0
4092010,Ventricular interpolated complexes,SNOMED,Condition,S,Not included - descendant,0,0,0,0
37398927,Naxos disease,SNOMED,Condition,S,Not included - descendant,0,0,0,0
44784368,Postoperative cardiopulmonary failure,SNOMED,Condition,S,Not included - descendant,0,0,0,0
