conceptId,conceptName,vocabularyId,domainId,standardConcept,conceptInSet,recordCount,databaseCount,descendantRecordCount,descendantDatabaseCount
40483794,Degenerative joint disease of pelvis,SNOMED,Condition,S,Not included - descendant,16969268,14,62545050,22
40483794,Degenerative joint disease of pelvis,SNOMED,Condition,S,Not included - recommended via standard,16969268,14,62545050,22
40483794,Degenerative joint disease of pelvis,SNOMED,Condition,S,Not included - recommended via source,16969268,14,62545050,22
140168,Psoriasis,SNOMED,Condition,S,Not included - parent,38101123,21,60582622,21
80494,Arthropathy associated with another disorder,SNOMED,Condition,S,Not included - parent,139175,18,59853078,21
80494,Arthropathy associated with another disorder,SNOMED,Condition,S,Not included - recommended via source,139175,18,59853078,21
4308802,Cervical spondylosis,SNOMED,Condition,S,Not included - descendant,3464891,15,59724543,16
443582,Arthropathy of joint of hand,SNOMED,Condition,S,Not included - recommended via source,5713648,16,59045655,21
443582,Arthropathy of joint of hand,SNOMED,Condition,S,Not included - parent,5713648,16,59045655,21
4323893,Arthropathy of elbow,SNOMED,Condition,S,Not included - recommended via source,930787,14,57603528,22
4323893,Arthropathy of elbow,SNOMED,Condition,S,Not included - parent,930787,14,57603528,22
141941,Cervical spondylosis without myelopathy,SNOMED,Condition,S,Not included - descendant,56259352,14,56259552,14
255334,Collagen disease,SNOMED,Condition,S,Not included - parent,3688055,16,54298064,21
4147779,Osteoarthritis of multiple joints,SNOMED,Condition,S,Not included - descendant,90731,3,49042049,17
4147779,Osteoarthritis of multiple joints,SNOMED,Condition,S,Not included - recommended via standard,90731,3,49042049,17
72990,Localized osteoarthrosis uncertain if primary OR secondary,SNOMED,Condition,S,Not included - recommended via standard,41165702,14,41165702,14
72990,Localized osteoarthrosis uncertain if primary OR secondary,SNOMED,Condition,S,Not included - recommended via source,41165702,14,41165702,14
72990,Localized osteoarthrosis uncertain if primary OR secondary,SNOMED,Condition,S,Not included - descendant,41165702,14,41165702,14
435459,Staphylococcal infectious disease,SNOMED,Condition,S,Not included - parent,5004380,21,41108342,21
75617,Degenerative joint disease involving multiple joints,SNOMED,Condition,S,Not included - recommended via standard,40790634,17,40790634,17
75617,Degenerative joint disease involving multiple joints,SNOMED,Condition,S,Not included - descendant,40790634,17,40790634,17
75617,Degenerative joint disease involving multiple joints,SNOMED,Condition,S,Not included - recommended via source,40790634,17,40790634,17
4208390,Inflammation of sacroiliac joint,SNOMED,Condition,S,Not included - descendant,14251211,18,39543992,21
72405,Degenerative joint disease of shoulder region,SNOMED,Condition,S,Not included - recommended via source,11014171,16,38837845,16
72405,Degenerative joint disease of shoulder region,SNOMED,Condition,S,Not included - descendant,11014171,16,38837845,16
72405,Degenerative joint disease of shoulder region,SNOMED,Condition,S,Not included - recommended via standard,11014171,16,38837845,16
77639,Diffuse cervicobrachial syndrome,SNOMED,Condition,S,Not included - descendant,35522824,19,35522824,19
438531,Chondromalacia,SNOMED,Condition,S,Not included - descendant,4442408,21,35500150,21
4346975,Lumbar spondylosis,SNOMED,Condition,S,Not included - descendant,33840051,16,33840051,16
4168183,Synovitis,SNOMED,Condition,S,Not included - descendant,43447,5,32616591,21
4079749,Osteoarthritis of hip,SNOMED,Condition,S,Not included - descendant,31001851,20,31343914,22
4079749,Osteoarthritis of hip,SNOMED,Condition,S,Not included - recommended via source,31001851,20,31343914,22
4079749,Osteoarthritis of hip,SNOMED,Condition,S,Not included - recommended via standard,31001851,20,31343914,22
4323193,Disorder of wrist joint,SNOMED,Condition,S,Not included - parent,2158325,14,30499267,21
4323193,Disorder of wrist joint,SNOMED,Condition,S,Not included - recommended via source,2158325,14,30499267,21
257628,Systemic lupus erythematosus,SNOMED,Condition,S,Not included - recommended via source,27861388,20,29664541,21
4035439,Idiopathic osteoarthritis,SNOMED,Condition,S,Not included - recommended via source,28244002,13,28244002,13
4035439,Idiopathic osteoarthritis,SNOMED,Condition,S,Not included - descendant,28244002,13,28244002,13
4035439,Idiopathic osteoarthritis,SNOMED,Condition,S,Not included - recommended via standard,28244002,13,28244002,13
73840,"Localized, primary osteoarthritis of the shoulder region",SNOMED,Condition,S,Not included - recommended via source,27687036,14,27687036,14
73840,"Localized, primary osteoarthritis of the shoulder region",SNOMED,Condition,S,Not included - descendant,27687036,14,27687036,14
73840,"Localized, primary osteoarthritis of the shoulder region",SNOMED,Condition,S,Not included - recommended via standard,27687036,14,27687036,14
81378,Chondromalacia of patella,SNOMED,Condition,S,Not included - descendant,27562198,21,27577334,21
78227,Degenerative joint disease of hand,SNOMED,Condition,S,Not included - recommended via standard,6487983,15,27239445,21
78227,Degenerative joint disease of hand,SNOMED,Condition,S,Not included - descendant,6487983,15,27239445,21
78227,Degenerative joint disease of hand,SNOMED,Condition,S,Not included - recommended via source,6487983,15,27239445,21
4184090,Elbow joint inflamed,SNOMED,Condition,S,Not included - parent,229,2,27055157,21
81379,Lateral epicondylitis,SNOMED,Condition,S,Not included - descendant,26640744,21,26663838,21
4027557,Chronic metabolic disorder,SNOMED,Condition,S,Not included - parent,200,2,26231505,17
74728,Synovitis and tenosynovitis,SNOMED,Condition,S,Not included - descendant,22243803,20,23953248,20
4219481,Degenerative joint disease of ankle AND/OR foot,SNOMED,Condition,S,Not included - descendant,7075462,14,20137205,16
4219481,Degenerative joint disease of ankle AND/OR foot,SNOMED,Condition,S,Not included - recommended via source,7075462,14,20137205,16
4219481,Degenerative joint disease of ankle AND/OR foot,SNOMED,Condition,S,Not included - recommended via standard,7075462,14,20137205,16
73562,Solitary sacroiliitis,SNOMED,Condition,S,Not included - descendant,18213113,16,18213113,16
19041503,acetaminophen 500 MG Oral Tablet [Tylenol],RxNorm,Drug,S,Not included - recommended via source,17468652,12,17469801,13
4147761,Hyperuricemia,SNOMED,Condition,S,Not included - parent,136874,4,17007646,19
74132,Degeneration of lumbosacral intervertebral disc,SNOMED,Condition,S,Not included - descendant,16842234,14,16842234,14
432251,Disease caused by parasite,SNOMED,Condition,S,Not included - parent,304079,17,14651100,22
434123,Primary localized osteoarthrosis of pelvic region,SNOMED,Condition,S,Not included - recommended via source,14211583,14,14211583,14
434123,Primary localized osteoarthrosis of pelvic region,SNOMED,Condition,S,Not included - descendant,14211583,14,14211583,14
434123,Primary localized osteoarthrosis of pelvic region,SNOMED,Condition,S,Not included - recommended via standard,14211583,14,14211583,14
81931,Psoriasis with arthropathy,SNOMED,Condition,S,Not included - parent,13628936,21,13859438,21
75036,"Localized, primary osteoarthritis of the hand",SNOMED,Condition,S,Not included - recommended via source,13476925,14,13476925,14
75036,"Localized, primary osteoarthritis of the hand",SNOMED,Condition,S,Not included - recommended via standard,13476925,14,13476925,14
75036,"Localized, primary osteoarthritis of the hand",SNOMED,Condition,S,Not included - descendant,13476925,14,13476925,14
4013263,Rheumatoid factor positive,SNOMED,Condition,S,Not included - parent,48250,3,13284694,18
78505,"Localized, primary osteoarthritis of the ankle and/or foot",SNOMED,Condition,S,Not included - descendant,12940961,14,12941061,14
78505,"Localized, primary osteoarthritis of the ankle and/or foot",SNOMED,Condition,S,Not included - recommended via standard,12940961,14,12941061,14
78505,"Localized, primary osteoarthritis of the ankle and/or foot",SNOMED,Condition,S,Not included - recommended via source,12940961,14,12941061,14
4184091,Knee joint inflamed,SNOMED,Condition,S,Not included - parent,1584,2,12117358,21
4224742,Non-IgE-mediated allergic disorder,SNOMED,Condition,S,Not included - parent,100,1,11999287,20
4102128,Infected hand,SNOMED,Condition,S,Not included - parent,3597,3,11153854,21
4189855,Chronic arthropathy,SNOMED,Condition,S,Not included - parent,607,3,11116560,21
4096347,Gouty arthropathy,SNOMED,Condition,S,Not included - descendant,11094316,14,11094316,14
198520,Lumbar spondylosis with myelopathy,SNOMED,Condition,S,Not included - descendant,10744406,14,10744406,14
4106283,Acute arthropathy,SNOMED,Condition,S,Not included - parent,3558,2,10740308,21
74130,Thoracic spondylosis without myelopathy,SNOMED,Condition,S,Not included - descendant,10657252,14,10657452,14
4302686,Thoracic spondylosis,SNOMED,Condition,S,Not included - descendant,643761,15,10504646,16
4180167,Infectious disorder of joint,SNOMED,Condition,S,Not included - parent,1222,8,10063104,22
4184089,Shoulder joint inflamed,SNOMED,Condition,S,Not included - parent,890,3,9749249,14
140020,Viral exanthem,SNOMED,Condition,S,Not included - parent,6952573,17,9465989,22
442775,Degeneration of thoracic intervertebral disc,SNOMED,Condition,S,Not included - descendant,5217832,14,8566582,15
76194,Osteoarthrosis involving multiple sites but not designated as generalized,SNOMED,Condition,S,Not included - recommended via standard,8139571,14,8139571,14
76194,Osteoarthrosis involving multiple sites but not designated as generalized,SNOMED,Condition,S,Not included - recommended via source,8139571,14,8139571,14
76194,Osteoarthrosis involving multiple sites but not designated as generalized,SNOMED,Condition,S,Not included - descendant,8139571,14,8139571,14
46235366,Rheumatoid arthritis disease activity panel - Serum or Plasma by VectraDA,LOINC,Measurement,S,Not included - recommended via standard,14928,1,7972185,10
433000,Patellar tendonitis,SNOMED,Condition,S,Not included - descendant,7613353,20,7613553,20
195862,Urethritis,SNOMED,Condition,S,Not included - parent,4877092,21,6889270,21
4009619,Bursitis of knee,SNOMED,Condition,S,Not included - descendant,2082284,19,6788143,21
36716891,Axial spondyloarthritis,SNOMED,Condition,S,Not included - descendant,100,1,6048268,21
437082,Ankylosing spondylitis,SNOMED,Condition,S,Not included - descendant,6021817,21,6047968,21
316501,Vascular disease of the skin,SNOMED,Condition,S,Not included - parent,430315,15,5896864,21
40481943,Secondary osteoarthritis,SNOMED,Condition,S,Not included - recommended via standard,161472,12,5751158,18
40481943,Secondary osteoarthritis,SNOMED,Condition,S,Not included - recommended via source,161472,12,5751158,18
40481943,Secondary osteoarthritis,SNOMED,Condition,S,Not included - descendant,161472,12,5751158,18
4014120,Rheumatoid factor negative,SNOMED,Condition,S,Not included - parent,200,2,5619719,20
4242103,Osteoarthrosis of the carpometacarpal joint of the thumb,SNOMED,Condition,S,Not included - recommended via source,5345905,19,5346424,19
4242103,Osteoarthrosis of the carpometacarpal joint of the thumb,SNOMED,Condition,S,Not included - recommended via standard,5345905,19,5346424,19
4242103,Osteoarthrosis of the carpometacarpal joint of the thumb,SNOMED,Condition,S,Not included - descendant,5345905,19,5346424,19
4035441,Osteoarthritis of wrist,SNOMED,Condition,S,Not included - recommended via standard,1517928,15,5206414,19
4035441,Osteoarthritis of wrist,SNOMED,Condition,S,Not included - descendant,1517928,15,5206414,19
4035441,Osteoarthritis of wrist,SNOMED,Condition,S,Not included - recommended via source,1517928,15,5206414,19
762207,Adhesive capsulitis of left shoulder,SNOMED,Condition,S,Not included - descendant,4397154,11,4397154,11
80802,"Localized, secondary osteoarthritis",SNOMED,Condition,S,Not included - descendant,1430546,16,4096060,16
80802,"Localized, secondary osteoarthritis",SNOMED,Condition,S,Not included - recommended via source,1430546,16,4096060,16
80802,"Localized, secondary osteoarthritis",SNOMED,Condition,S,Not included - recommended via standard,1430546,16,4096060,16
4321075,Osteochondritis,SNOMED,Condition,S,Not included - descendant,865,2,4008646,19
762206,Adhesive capsulitis of right shoulder,SNOMED,Condition,S,Not included - descendant,3998352,11,3998352,11
440328,Pneumococcal infectious disease,SNOMED,Condition,S,Not included - parent,266153,19,3958033,20
441103,Juvenile osteochondritis,SNOMED,Condition,S,Not included - descendant,2407774,19,3929414,19
4270887,Erythroderma,SNOMED,Condition,S,Not included - parent,71329,18,3795198,21
37119234,Disorder of musculoskeletal system following procedure,SNOMED,Condition,S,Not included - parent,8861,8,3414177,19
4197476,"Localized, primary osteoarthritis of the wrist",SNOMED,Condition,S,Not included - recommended via source,3407680,14,3407680,14
4197476,"Localized, primary osteoarthritis of the wrist",SNOMED,Condition,S,Not included - descendant,3407680,14,3407680,14
4197476,"Localized, primary osteoarthritis of the wrist",SNOMED,Condition,S,Not included - recommended via standard,3407680,14,3407680,14
4076026,Localized chondromalacia,SNOMED,Condition,S,Not included - descendant,3374143,13,3374143,13
40242522,8 HR acetaminophen 650 MG Extended Release Oral Tablet,RxNorm,Drug,S,Not included - recommended via source,2325937,10,3313855,10
74723,Arthropathy associated with a neurological disorder,SNOMED,Condition,S,Not included - recommended via source,1694120,16,3172250,18
4068617,Lumbosacral spondylosis with radiculopathy,SNOMED,Condition,S,Not included - descendant,2676741,13,2677162,13
40482869,Inflammation of bursa of patella,SNOMED,Condition,S,Not included - descendant,6419,2,2660553,21
133294,Prepatellar bursitis,SNOMED,Condition,S,Not included - descendant,2643293,21,2645687,21
4193873,Bacterial musculoskeletal infection,SNOMED,Condition,S,Not included - parent,100,1,2594025,22
4182008,Hand joint inflamed,SNOMED,Condition,S,Not included - parent,587,2,2366336,17
36714927,Sequelae of infectious disease,SNOMED,Condition,S,Not included - parent,228929,16,2362483,20
433417,Gonorrhea,SNOMED,Condition,S,Not included - parent,767336,21,2136497,21
4183031,Degeneration of cervicothoracic intervertebral disc,SNOMED,Condition,S,Not included - descendant,2116003,13,2116003,13
76777,Arthropathy associated with infection,SNOMED,Condition,S,Not included - parent,739153,14,2113050,21
76777,Arthropathy associated with infection,SNOMED,Condition,S,Not included - recommended via source,739153,14,2113050,21
44783376,Monoarthritis,SNOMED,Condition,S,Not included - descendant,1723695,20,2091438,20
44783376,Monoarthritis,SNOMED,Condition,S,Not included - recommended via source,1723695,20,2091438,20
44783376,Monoarthritis,SNOMED,Condition,S,Not included - recommended via standard,1723695,20,2091438,20
19049909,potassium iodide,RxNorm,Drug,S,Not included - recommended via source,27117,6,2011135,15
4178949,Sequelae of inflammatory diseases,SNOMED,Condition,S,Not included - parent,100,1,1991056,21
4046205,Discitis,SNOMED,Condition,S,Not included - descendant,715215,21,1938717,21
442792,Pes anserinus bursitis,SNOMED,Condition,S,Not included - descendant,25891,6,1851956,15
4002147,Pes anserinus tendinitis and bursitis,SNOMED,Condition,S,Not included - descendant,1822905,12,1822905,12
4274404,Calcification of joint,SNOMED,Condition,S,Not included - parent,413,2,1803215,20
4274404,Calcification of joint,SNOMED,Condition,S,Not included - descendant,413,2,1803215,20
4083695,Osteoarthritis of elbow,SNOMED,Condition,S,Not included - recommended via source,564440,15,1683679,15
4083695,Osteoarthritis of elbow,SNOMED,Condition,S,Not included - recommended via standard,564440,15,1683679,15
4083695,Osteoarthritis of elbow,SNOMED,Condition,S,Not included - descendant,564440,15,1683679,15
4144996,Generalized osteoarthritis of the hand,SNOMED,Condition,S,Not included - recommended via standard,1515270,13,1515270,13
4144996,Generalized osteoarthritis of the hand,SNOMED,Condition,S,Not included - descendant,1515270,13,1515270,13
4144996,Generalized osteoarthritis of the hand,SNOMED,Condition,S,Not included - recommended via source,1515270,13,1515270,13
44783205,Post traumatic osteoarthritis,SNOMED,Condition,S,Not included - descendant,1491245,15,1491245,15
44783205,Post traumatic osteoarthritis,SNOMED,Condition,S,Not included - recommended via source,1491245,15,1491245,15
44783205,Post traumatic osteoarthritis,SNOMED,Condition,S,Not included - recommended via standard,1491245,15,1491245,15
443284,Synovitis/tenosynovitis - hand,SNOMED,Condition,S,Not included - descendant,1468309,13,1468309,13
4117700,Juvenile osteochondritis - leg/foot,SNOMED,Condition,S,Not included - descendant,1390353,12,1390353,12
4189458,Traumatic arthropathy of lower extremity,SNOMED,Condition,S,Not included - recommended via standard,803,2,1383252,18
4189458,Traumatic arthropathy of lower extremity,SNOMED,Condition,S,Not included - descendant,803,2,1383252,18
75620,Traumatic arthropathy of the ankle and/or foot,SNOMED,Condition,S,Not included - recommended via source,1287093,14,1298541,14
75620,Traumatic arthropathy of the ankle and/or foot,SNOMED,Condition,S,Not included - descendant,1287093,14,1298541,14
75620,Traumatic arthropathy of the ankle and/or foot,SNOMED,Condition,S,Not included - recommended via standard,1287093,14,1298541,14
2101879,"Osteoarthritis symptoms and functional status assessed (may include the use of a standardized scale or the completion of an assessment questionnaire, such as the SF-36, AAOS Hip & Knee Questionnaire) (OA) [Instructions: Report when osteoarthritis is ad...",CPT4,Observation,S,Not included - recommended via standard,1245881,9,1255201,10
434449,Degeneration of thoracolumbar intervertebral disc,SNOMED,Condition,S,Not included - descendant,1232247,14,1232247,14
80183,"Localized, secondary osteoarthritis of the ankle and/or foot",SNOMED,Condition,S,Not included - recommended via standard,1220255,14,1220255,14
80183,"Localized, secondary osteoarthritis of the ankle and/or foot",SNOMED,Condition,S,Not included - recommended via source,1220255,14,1220255,14
80183,"Localized, secondary osteoarthritis of the ankle and/or foot",SNOMED,Condition,S,Not included - descendant,1220255,14,1220255,14
4162433,Traumatic arthropathy of upper extremity,SNOMED,Condition,S,Not included - descendant,355,2,1210925,17
4197477,"Localized, primary osteoarthritis of elbow",SNOMED,Condition,S,Not included - recommended via standard,1098538,14,1098538,14
4197477,"Localized, primary osteoarthritis of elbow",SNOMED,Condition,S,Not included - descendant,1098538,14,1098538,14
4197477,"Localized, primary osteoarthritis of elbow",SNOMED,Condition,S,Not included - recommended via source,1098538,14,1098538,14
81930,Transient arthropathy,SNOMED,Condition,S,Not included - parent,77278,13,1085647,20
4035431,Shoulder synovitis,SNOMED,Condition,S,Not included - descendant,3988,2,1055848,13
4118007,Synovitis/tenosynovitis - shoulder,SNOMED,Condition,S,Not included - descendant,1051860,13,1051860,13
40479260,Chondrocalcinosis of knee joint,SNOMED,Condition,S,Not included - descendant,1044962,14,1046295,14
37110375,Peripheral spondyloarthritis,SNOMED,Condition,S,Not included - descendant,200,2,1030700,21
37110375,Peripheral spondyloarthritis,SNOMED,Condition,S,Not included - parent,200,2,1030700,21
79119,Thoracic spondylosis with myelopathy,SNOMED,Condition,S,Not included - descendant,1017287,14,1017587,14
4103372,Primary localized osteoarthrosis of multiple sites,SNOMED,Condition,S,Not included - recommended via source,900369,13,900369,13
4103372,Primary localized osteoarthrosis of multiple sites,SNOMED,Condition,S,Not included - descendant,900369,13,900369,13
4103372,Primary localized osteoarthrosis of multiple sites,SNOMED,Condition,S,Not included - recommended via standard,900369,13,900369,13
4185031,Wrist joint inflamed,SNOMED,Condition,S,Not included - parent,1837,3,876318,19
4114604,Traumatic arthropathy-knee,SNOMED,Condition,S,Not included - recommended via standard,866566,14,866812,14
4114604,Traumatic arthropathy-knee,SNOMED,Condition,S,Not included - recommended via source,866566,14,866812,14
77631,"Localized, secondary osteoarthritis of the shoulder region",SNOMED,Condition,S,Not included - recommended via standard,820688,14,820688,14
77631,"Localized, secondary osteoarthritis of the shoulder region",SNOMED,Condition,S,Not included - recommended via source,820688,14,820688,14
77631,"Localized, secondary osteoarthritis of the shoulder region",SNOMED,Condition,S,Not included - descendant,820688,14,820688,14
4185034,Hip joint inflamed,SNOMED,Condition,S,Not included - parent,206,2,819760,15
4185036,Lumbar spine joint inflamed,SNOMED,Condition,S,Not included - parent,100,1,772134,15
4207188,Viral cardiovascular infection,SNOMED,Condition,S,Not included - parent,100,1,748575,21
4067311,Lumbar discitis,SNOMED,Condition,S,Not included - descendant,748144,14,748144,14
80488,Arthropathy associated with a hypersensitivity reaction,SNOMED,Condition,S,Not included - parent,13348,14,700115,15
80488,Arthropathy associated with a hypersensitivity reaction,SNOMED,Condition,S,Not included - descendant,13348,14,700115,15
72708,Traumatic arthropathy of the shoulder region,SNOMED,Condition,S,Not included - recommended via source,398640,14,654703,14
72708,Traumatic arthropathy of the shoulder region,SNOMED,Condition,S,Not included - recommended via standard,398640,14,654703,14
72708,Traumatic arthropathy of the shoulder region,SNOMED,Condition,S,Not included - descendant,398640,14,654703,14
711452,benzoate,RxNorm,Drug,S,Not included - recommended via source,4916,6,594227,18
46270470,Primary chronic gout without tophus of ankle and/or foot,SNOMED,Condition,S,Not included - descendant,550307,13,550307,13
4002792,Transient synovitis,SNOMED,Condition,S,Not included - descendant,439487,19,530478,19
4116450,Secondary multiple arthrosis,SNOMED,Condition,S,Not included - descendant,516431,18,516431,18
4116450,Secondary multiple arthrosis,SNOMED,Condition,S,Not included - recommended via source,516431,18,516431,18
4273323,Rubella,SNOMED,Condition,S,Not included - parent,104151,18,488900,21
4145796,FH: Musculoskeletal disease,SNOMED,Observation,S,Not included - recommended via source,2461,4,444745,12
4265764,Polyarthritis associated with another disorder,SNOMED,Condition,S,Not included - descendant,200,2,440722,15
4265764,Polyarthritis associated with another disorder,SNOMED,Condition,S,Not included - parent,200,2,440722,15
4343920,Endemic osteoarthritis,SNOMED,Condition,S,Not included - recommended via standard,67706,4,432852,17
4343920,Endemic osteoarthritis,SNOMED,Condition,S,Not included - descendant,67706,4,432852,17
4207189,Viral musculoskeletal infection,SNOMED,Condition,S,Not included - parent,100,1,424910,19
76196,Palindromic rheumatism,SNOMED,Condition,S,Not included - descendant,278749,20,408518,20
4220761,Undifferentiated inflammatory arthritis,SNOMED,Condition,S,Not included - descendant,5429,2,401890,8
4220761,Undifferentiated inflammatory arthritis,SNOMED,Condition,S,Not included - recommended via standard,5429,2,401890,8
4218311,Undifferentiated inflammatory polyarthritis,SNOMED,Condition,S,Not included - recommended via standard,393592,8,393592,8
4218311,Undifferentiated inflammatory polyarthritis,SNOMED,Condition,S,Not included - descendant,393592,8,393592,8
77348,Arthropathy associated with viral disease,SNOMED,Condition,S,Not included - parent,53282,13,387257,15
74722,Secondary localized osteoarthrosis of pelvic region,SNOMED,Condition,S,Not included - recommended via source,385573,16,385573,16
74722,Secondary localized osteoarthrosis of pelvic region,SNOMED,Condition,S,Not included - recommended via standard,385573,16,385573,16
74722,Secondary localized osteoarthrosis of pelvic region,SNOMED,Condition,S,Not included - descendant,385573,16,385573,16
4116451,Erosive osteoarthrosis,SNOMED,Condition,S,Not included - recommended via standard,372907,18,372907,18
4116451,Erosive osteoarthrosis,SNOMED,Condition,S,Not included - descendant,372907,18,372907,18
4116451,Erosive osteoarthrosis,SNOMED,Condition,S,Not included - recommended via source,372907,18,372907,18
72401,Kashin-Bek disease,SNOMED,Condition,S,Not included - descendant,256533,16,365146,16
436621,Meningococcal infectious disease,SNOMED,Condition,S,Not included - parent,222614,20,356613,20
36716519,Sequela of infection caused by bacterium,SNOMED,Condition,S,Not included - parent,100,1,312909,19
375260,Polyneuropathy in collagen vascular disease,SNOMED,Condition,S,Not included - parent,158371,16,312609,16
943117,trolamine salicylate 100 MG/ML Topical Cream,RxNorm,Drug,S,Not included - recommended via source,121272,11,285134,12
81659,Traumatic arthropathy of the pelvic region and thigh,SNOMED,Condition,S,Not included - descendant,195301,14,279109,18
81659,Traumatic arthropathy of the pelvic region and thigh,SNOMED,Condition,S,Not included - recommended via standard,195301,14,279109,18
81659,Traumatic arthropathy of the pelvic region and thigh,SNOMED,Condition,S,Not included - recommended via source,195301,14,279109,18
4068616,Thoracic spondylosis with radiculopathy,SNOMED,Condition,S,Not included - descendant,276284,14,276484,14
4261026,Still's disease with juvenile onset and/or adult onset,SNOMED,Condition,S,Not included - parent,949,3,273943,19
